thread_id,doc_id,fecha,familia
H0010,5486,2025-12-12,26
H0010,5445,2025-12-18,26
H0010,5018,2026-01-23,26
H0010,5019,2026-01-23,26
H0010,5434,2026-01-23,26
H0010,5444,2026-01-23,26
H0010,5452,2026-01-23,26
H0010,5466,2026-01-24,26
H0010,5519,2026-01-24,26
H0010,5455,2026-01-26,26
H0011,5340,2024-02-22,2
H0011,5663,2024-02-22,2
H0011,5748,2024-02-23,2
H0011,5747,2024-02-28,2
H0011,5488,2024-03-01,2
H0011,5749,2024-03-06,2
H0011,5495,2024-07-19,2
H0011,5657,2024-12-07,5
H0011,5666,2024-12-12,9
H0011,5673,2024-12-12,9
H0011,5480,2025-10-10,2
H0011,5447,2025-12-02,2
H0011,3344,2025-12-03,2
H0011,5629,2025-12-03,2
H0011,3348,2025-12-12,2
H0011,5265,2025-12-12,2
H0011,5462,2025-12-12,2
H0011,5471,2025-12-12,2
H0011,5640,2025-12-12,2
H0011,5650,2025-12-12,2
H0011,5744,2025-12-12,2
H0011,3406,2025-12-15,2
H0011,5631,2025-12-15,2
H0012,4396,2023-01-04,24
H0012,15996,2023-01-05,24
H0012,3962,2023-01-13,6
H0012,4237,2023-10-10,24
H0012,4582,2023-10-13,24
H0012,4020,2024-01-15,24
H0012,4578,2024-07-25,24
H0012,4325,2025-06-29,24
H0012,4556,2025-07-01,24
H0012,4322,2025-07-03,24
H0012,3942,2025-09-16,24
H0012,4555,2025-09-16,24
H0012,4560,2025-09-16,24
H0012,4562,2025-09-16,24
H0012,4225,2025-09-17,24
H0012,4018,2025-09-20,24
H0012,4552,2025-09-22,24
H0012,4559,2025-10-08,24
H0012,4323,2025-10-17,6
H0012,4568,2025-11-20,24
H0012,4553,2026-01-27,24
H0013,7159,2022-05-03,10
H0013,7175,2022-05-04,10
H0013,7148,2022-06-24,10
H0013,2245,2023-04-18,1
H0013,2190,2023-04-19,10
H0013,2193,2023-04-19,10
H0013,7145,2023-04-28,10
H0013,8986,2024-01-17,10
H0013,7171,2024-01-17,10
H0013,6004,2024-04-18,10
H0013,7149,2024-04-18,10
H0013,7153,2024-04-18,10
H0013,7174,2024-04-18,10
H0013,7146,2024-04-25,10
H0013,2207,2024-06-12,-1
H0013,2188,2024-07-05,25
H0013,8668,2024-08-01,10
H0013,2184,2024-11-18,10
H0013,15341,2024-11-18,10
H0013,7147,2025-06-11,10
H0014,5705,2022-08-04,6
H0014,5526,2022-10-06,2
H0014,5730,2022-10-06,6
H0014,5518,2022-10-07,6
H0014,5709,2022-10-07,6
H0014,5721,2022-10-07,2
H0014,5514,2022-10-09,6
H0014,4083,2022-10-11,7
H0014,5729,2022-10-11,7
H0014,4450,2022-10-13,2
H0014,5674,2022-10-14,2
H0014,5058,2022-10-24,2
H0014,5727,2022-11-10,7
H0014,5725,2022-12-07,2
H0014,5704,2023-12-14,6
H0014,5713,2023-12-14,2
H0014,5855,2023-12-22,2
H0014,5325,2024-01-11,2
H0014,5706,2024-07-25,2
H0015,11990,2022-10-06,12
H0015,11968,2022-10-27,12
H0015,11978,2022-11-09,12
H0015,12014,2022-11-28,12
H0015,11988,2022-12-19,12
H0015,11969,2023-01-16,12
H0015,19263,2023-03-15,12
H0015,11977,2023-03-16,12
H0015,11980,2023-03-21,12
H0015,12036,2024-07-03,6
H0015,11949,2024-12-23,12
H0015,19244,2024-12-23,0
H0015,11951,2025-03-08,18
H0015,11970,2025-10-12,12
H0015,11976,2025-10-12,4
H0015,19248,2025-12-03,4
H0016,7620,2024-07-09,-1
H0016,7619,2024-11-22,-1
H0016,7571,2024-12-16,-1
H0016,7638,2024-12-19,-1
H0016,7615,2025-02-25,-1
H0016,7623,2025-04-28,-1
H0016,7608,2025-05-29,-1
H0016,3984,2025-06-29,24
H0016,7569,2025-07-23,-1
H0016,7605,2025-10-13,-1
H0016,7631,2025-10-14,-1
H0016,7617,2025-11-13,-1
H0016,7634,2025-11-14,-1
H0016,7637,2025-11-14,-1
H0016,7636,2025-11-17,-1
H0017,633,2021-10-08,0
H0017,19224,2023-06-30,12
H0017,470,2023-09-08,12
H0017,11899,2024-06-18,12
H0017,11900,2024-06-18,12
H0017,11931,2024-07-05,12
H0017,3067,2024-07-05,12
H0017,19232,2024-07-08,0
H0017,11894,2024-07-24,12
H0017,11908,2024-07-24,12
H0017,11890,2025-02-21,12
H0017,3061,2025-02-21,12
H0017,11868,2025-02-23,12
H0017,19225,2025-12-03,12
H0018,7252,2020-10-08,0
H0018,9109,2021-02-01,0
H0018,6036,2023-02-24,9
H0018,6017,2023-02-26,0
H0018,1505,2023-03-20,15
H0018,1504,2023-04-18,14
H0018,6351,2023-04-28,0
H0018,6225,2023-06-14,0
H0018,23109,2023-09-06,0
H0018,11188,2023-09-13,0
H0018,6381,2023-10-03,0
H0018,9115,2024-06-30,0
H0018,6367,2024-07-25,0
H0018,6207,2024-07-27,0
H0019,1761,2022-09-15,11
H0019,6380,2023-12-28,0
H0019,1926,2023-12-28,13
H0019,1917,2023-12-29,13
H0019,1923,2023-12-29,13
H0019,1509,2024-01-22,11
H0019,1732,2024-01-22,11
H0019,1669,2025-09-22,13
H0019,1860,2025-09-22,5
H0019,1661,2025-09-23,-1
H0019,1078,2025-09-24,11
H0019,1656,2025-09-29,14
H0019,1470,2025-12-19,5
H0019,1840,2026-01-13,5
H0020,925,2022-04-21,1
H0020,2509,2022-04-28,1
H0020,2838,2022-09-21,1
H0020,2495,2022-09-30,1
H0020,2503,2022-09-30,1
H0020,2704,2022-09-30,1
H0020,2709,2022-09-30,1
H0020,11687,2022-10-01,1
H0020,2830,2022-10-06,1
H0020,2726,2022-10-09,1
H0020,2703,2024-10-27,1
H0020,22403,2025-10-06,1
H0020,2692,2025-10-06,1
H0021,5718,2023-10-06,2
H0021,5716,2023-10-09,2
H0021,5711,2023-10-11,2
H0021,5714,2024-02-23,2
H0021,4280,2024-02-28,2
H0021,5707,2024-07-25,2
H0021,5284,2025-10-24,2
H0021,5376,2025-10-29,2
H0021,5385,2025-10-29,2
H0021,5364,2025-10-30,2
H0021,5700,2026-01-23,2
H0021,5691,2026-02-02,6
H0021,5699,2026-02-02,6
H0022,11348,2019-01-25,0
H0022,6401,2020-01-18,0
H0022,6397,2020-03-25,0
H0022,1171,2020-07-08,13
H0022,6421,2020-07-30,0
H0022,6435,2020-12-18,13
H0022,6440,2021-03-10,0
H0022,1258,2021-03-15,27
H0022,6442,2021-03-16,0
H0022,1248,2022-02-06,13
H0022,6398,2023-01-26,12
H0022,11355,2023-07-11,26
H0023,4426,2024-05-07,2
H0023,4446,2024-05-10,2
H0023,4451,2024-05-24,2
H0023,3486,2024-07-17,2
H0023,4423,2024-07-17,2
