thread_id,doc_id
E0000,11949
E0000,11951
E0000,11952
E0000,11963
E0000,11965
E0000,11967
E0000,11968
E0000,11970
E0000,11976
E0000,11977
E0000,11978
E0000,11980
E0000,11988
E0000,11990
E0000,11991
E0000,11994
E0000,11996
E0000,11999
E0000,12000
E0000,12014
E0000,12025
E0000,12036
E0000,12127
E0000,12140
E0000,12148
E0000,12484
E0000,12509
E0000,12715
E0000,13054
E0000,13056
E0000,13072
E0000,13690
E0000,13694
E0000,13698
E0000,13705
E0000,13715
E0000,13717
E0000,13743
E0000,13798
E0000,13801
E0000,13805
E0000,13809
E0000,13810
E0000,13814
E0000,13816
E0000,13819
E0000,13821
E0000,13827
E0000,13856
E0000,13857
E0000,13859
E0000,13872
E0000,13874
E0000,13876
E0000,13879
E0000,13880
E0000,13882
E0000,13885
E0000,13887
E0000,13888
E0000,13889
E0000,13890
E0000,13898
E0000,13908
E0000,13910
E0000,14016
E0000,14026
E0000,14037
E0000,14062
E0000,14069
E0000,14075
E0000,14511
E0000,14512
E0000,14522
E0000,14539
E0000,14577
E0000,14585
E0000,15082
E0000,15083
E0000,15084
E0000,15086
E0000,15087
E0000,15088
E0000,15089
E0000,15092
E0000,15093
E0000,15094
E0000,15096
E0000,15097
E0000,15102
E0000,15105
E0000,15110
E0000,15112
E0000,15120
E0000,15123
E0000,15126
E0000,15127
E0000,15128
E0000,15130
E0000,15131
E0000,15132
E0000,15137
E0000,15138
E0000,15141
E0000,15142
E0000,15143
E0000,15146
E0000,15148
E0000,15149
E0000,15151
E0000,15152
E0000,15154
E0000,15156
E0000,15157
E0000,15158
E0000,15164
E0000,15166
E0000,15169
E0000,15172
E0000,15175
E0000,15176
E0000,15177
E0000,15179
E0000,15184
E0000,15185
E0000,15187
E0000,15188
E0000,15191
E0000,15193
E0000,15195
E0000,15196
E0000,15199
E0000,15214
E0000,15228
E0000,15231
E0000,15254
E0000,15258
E0000,15260
E0000,15267
E0000,15273
E0000,15274
E0000,15281
E0000,15284
E0000,15288
E0000,15299
E0000,15321
E0000,15341
E0000,15344
E0000,15353
E0000,15419
E0000,15462
E0000,15492
E0000,15915
E0000,15924
E0000,15937
E0000,15940
E0000,15942
E0000,15945
E0000,15946
E0000,15949
E0000,15952
E0000,15961
E0000,15965
E0000,15966
E0000,15968
E0000,15969
E0000,15977
E0000,15983
E0000,15996
E0000,16003
E0000,16007
E0000,16012
E0000,16013
E0000,16036
E0000,16077
E0000,16188
E0000,16324
E0000,16508
E0000,16533
E0000,16587
E0000,16704
E0000,16717
E0000,16728
E0000,16764
E0000,16768
E0000,16776
E0000,16777
E0000,16781
E0000,16785
E0000,16790
E0000,16792
E0000,16793
E0000,16794
E0000,16796
E0000,16797
E0000,16798
E0000,16800
E0000,16801
E0000,16802
E0000,16803
E0000,16804
E0000,16805
E0000,16807
E0000,16808
E0000,16812
E0000,16813
E0000,16884
E0000,16890
E0000,16917
E0000,16926
E0000,16927
E0000,16928
E0000,16959
E0000,16976
E0000,16979
E0000,16980
E0000,16985
E0000,16987
E0000,16995
E0000,17003
E0000,17012
E0000,17028
E0000,17029
E0000,17043
E0000,17073
E0000,17104
E0000,17107
E0000,17110
E0000,17112
E0000,17114
E0000,17119
E0000,17132
E0000,17133
E0000,17189
E0000,17191
E0000,17227
E0000,17228
E0000,17231
E0000,17235
E0000,17238
E0000,17244
E0000,17252
E0000,17259
E0000,17264
E0000,17265
E0000,17268
E0000,17271
E0000,17275
E0000,17277
E0000,17279
E0000,17280
E0000,17282
E0000,17287
E0000,17289
E0000,17292
E0000,17305
E0000,17306
E0000,17307
E0000,17308
E0000,17309
E0000,17316
E0000,17321
E0000,17324
E0000,17334
E0000,17337
E0000,17353
E0000,17356
E0000,17362
E0000,17368
E0000,17369
E0000,17371
E0000,17376
E0000,17377
E0000,17380
E0000,17383
E0000,17386
E0000,17439
E0000,17478
E0000,17503
E0000,17588
E0000,17606
E0000,17608
E0000,17609
E0000,17610
E0000,17611
E0000,17628
E0000,17630
E0000,17631
E0000,17634
E0000,17635
E0000,17638
E0000,17649
E0000,18021
E0000,18023
E0000,18028
E0000,18031
E0000,18036
E0000,18039
E0000,18057
E0000,18089
E0000,18245
E0000,18249
E0000,18250
E0000,18287
E0000,18289
E0000,18296
E0000,18355
E0000,18391
E0000,18418
E0000,18422
E0000,18426
E0000,18429
E0000,18431
E0000,18432
E0000,18435
E0000,18440
E0000,18442
E0000,18447
E0000,18449
E0000,18459
E0000,18498
E0000,18594
E0000,18630
E0000,18699
E0000,18708
E0000,18764
E0000,18771
E0000,18828
E0000,18842
E0000,18918
E0000,18923
E0000,18993
E0000,18998
E0000,19000
E0000,19001
E0000,19002
E0000,19005
E0000,19011
E0000,19012
E0000,19017
E0000,19018
E0000,19021
E0000,19022
E0000,19035
E0000,19043
E0000,19044
E0000,19050
E0000,19052
E0000,19126
E0000,19128
E0000,19185
E0000,19195
E0000,19199
E0000,19211
E0000,19212
E0000,19224
E0000,19225
E0000,19227
E0000,19230
E0000,19232
E0000,19234
E0000,19244
E0000,19255
E0000,19257
E0000,19263
E0000,19265
E0000,19321
E0000,19327
E0000,19384
E0000,19440
E0000,19475
E0000,19478
E0000,19479
E0000,19481
