thread_id,doc_id,fecha,familia
H0000,5433,2025-11-22,2
H0000,5461,2025-11-22,2
H0000,5478,2025-11-23,2
H0000,1161,2025-11-25,13
H0000,5448,2025-11-25,2
H0000,16995,2025-11-26,15
H0000,1152,2025-11-26,13
H0000,1530,2025-11-28,25
H0000,3812,2025-11-28,6
H0000,2197,2025-12-01,25
H0000,1151,2025-12-02,11
H0000,5481,2025-12-02,2
H0000,15344,2025-12-03,15
H0000,16324,2025-12-03,26
H0000,19052,2025-12-03,7
H0000,19126,2025-12-03,7
H0000,1871,2025-12-03,5
H0000,2790,2025-12-06,8
H0000,1974,2025-12-09,16
H0000,1976,2025-12-09,16
H0000,5021,2025-12-09,26
H0000,1468,2025-12-10,16
H0000,1903,2025-12-10,5
H0000,2137,2025-12-10,11
H0000,3565,2025-12-10,26
H0000,5485,2025-12-10,26
H0000,2145,2025-12-11,11
H0000,5472,2025-12-11,26
H0000,5475,2025-12-11,26
H0000,5180,2025-12-12,26
H0000,5486,2025-12-12,26
H0000,1232,2025-12-16,13
H0000,1890,2025-12-16,5
H0000,1149,2025-12-17,13
H0000,1233,2025-12-17,13
H0000,5445,2025-12-18,26
H0000,1470,2025-12-19,5
H0000,1653,2025-12-19,5
H0000,1704,2025-12-19,5
H0000,1843,2025-12-19,5
H0000,1846,2025-12-19,5
H0000,1848,2025-12-19,5
H0000,1851,2025-12-19,5
H0000,1881,2025-12-19,5
H0000,1887,2025-12-19,5
H0000,1889,2025-12-19,5
H0000,1900,2025-12-19,5
H0000,1901,2025-12-19,5
H0000,1905,2025-12-19,5
H0000,4411,2025-12-19,2
H0000,4781,2025-12-19,2
H0000,1166,2025-12-20,13
H0000,1874,2025-12-20,5
H0000,1868,2025-12-23,5
H0000,1902,2025-12-23,5
H0000,1870,2025-12-25,5
H0000,1654,2025-12-27,5
H0000,1660,2025-12-27,5
H0000,1698,2025-12-27,5
H0000,1657,2025-12-29,5
H0000,1667,2025-12-29,5
H0000,1708,2025-12-29,5
H0000,1883,2025-12-29,5
H0000,1884,2025-12-29,5
H0000,1650,2025-12-30,5
H0000,1673,2025-12-30,5
H0000,1867,2025-12-30,5
H0000,1080,2026-01-06,25
H0000,1529,2026-01-06,24
H0000,1840,2026-01-13,5
H0000,5460,2026-01-14,2
H0000,1072,2026-01-16,25
H0000,5018,2026-01-23,26
H0000,5019,2026-01-23,26
H0000,5434,2026-01-23,26
H0000,5444,2026-01-23,26
H0000,5452,2026-01-23,26
H0000,5466,2026-01-24,26
H0000,5519,2026-01-24,26
H0000,5455,2026-01-26,26
H0000,1861,2026-01-27,5
H0000,4553,2026-01-27,24
H0000,1852,2026-01-28,5
