doc_i,doc_j,dias,s_ref,s_emb,w
22339,3278,342,0.2656,0.9238,0.4631
22339,3279,5,0.2656,0.9134,0.46
22339,3281,3,0.4656,0.7636,0.555
22339,3283,257,0.3727,0.8027,0.5017
22339,3284,343,0.3727,0.8468,0.5149
22339,6721,7,0.2656,0.9293,0.4647
22339,6723,23,0.3727,0.8752,0.5234
22339,6724,342,0.3727,0.8911,0.5282
22339,6725,172,0.2656,0.9126,0.4597
22339,6727,3,0.3727,0.9303,0.54
22339,6736,6,0.3727,0.904,0.5321
22339,6737,6,0.3727,0.8213,0.5073
22339,6742,6,0.3727,0.9271,0.539
22339,6746,342,0.2656,0.908,0.4583
22339,7232,42,0.3727,0.7898,0.4978
22339,7235,342,0.3727,0.8526,0.5167
22339,7237,301,0.3727,0.7878,0.4972
22341,2250,126,0.3836,0.739,0.4903
22341,2951,338,0.4556,0.7679,0.5493
22341,2953,11,0.4556,0.7905,0.556
22341,3081,14,0.4556,0.819,0.5646
22341,3224,2,0.4556,0.9314,0.5983
22341,3249,3,0.4556,0.9444,0.6022
22341,6715,13,0.4556,0.8742,0.5812
22341,6722,7,0.5626,0.9304,0.673
22341,7235,336,0.2907,0.8727,0.4653
22344,22346,10,0.2553,0.9083,0.4512
22344,22353,6,0.3727,0.9025,0.5316
22344,22359,6,0.4138,0.9123,0.5634
22344,22360,1,0.5209,0.8864,0.6305
22344,2932,346,0.4138,0.8594,0.5475
22344,2957,8,0.4138,0.8017,0.5302
22344,3199,345,0.5209,0.9086,0.6372
22344,3203,345,0.5209,0.8389,0.6163
22344,3207,3,0.4138,0.9239,0.5668
22344,3210,345,0.4138,0.7536,0.5158
22344,3211,689,0.5209,0.8027,0.6054
22344,3219,5,0.6138,0.8829,0.6945
22344,3221,345,0.4138,0.8133,0.5337
22344,3223,15,0.2656,0.9052,0.4575
22344,3225,304,0.4138,0.9081,0.5621
22344,3227,7,0.4138,0.921,0.566
22344,3229,502,0.5209,0.8431,0.6176
22344,3230,13,0.4138,0.8888,0.5563
22344,3232,2,0.5209,0.9031,0.6356
22344,3233,2,0.4138,0.876,0.5525
22344,3234,259,0.4138,0.9102,0.5627
22344,3236,304,0.4138,0.8504,0.5448
22344,3240,711,0.5209,0.8792,0.6284
22344,3241,470,0.5209,0.8528,0.6205
22344,3242,120,0.4138,0.8739,0.5519
22344,3244,344,0.4138,0.8808,0.5539
22344,3245,2,0.5209,0.8939,0.6328
22344,3246,348,0.5209,0.9039,0.6358
22344,3247,335,0.4138,0.8594,0.5475
22344,3249,12,0.313,0.9188,0.4948
22344,3250,3,0.4138,0.9227,0.5665
22344,3253,345,0.4138,0.9115,0.5631
22344,3255,2,0.5786,0.8878,0.6714
22344,3256,1,0.2656,0.8924,0.4537
22344,3257,2,0.5209,0.9029,0.6355
22344,3259,50,0.4138,0.8569,0.5468
22344,3260,332,0.5209,0.9055,0.6363
22344,3262,766,0.5209,0.8731,0.6265
22344,3265,345,0.3727,0.8475,0.5151
22344,3266,3,0.6138,0.9091,0.7024
22344,3272,15,0.4138,0.8723,0.5514
22344,3273,261,0.4138,0.8459,0.5435
22344,3274,1,0.4138,0.7731,0.5216
22344,3275,3,0.5209,0.925,0.6421
22344,3277,10,0.5209,0.9124,0.6383
22344,3278,345,0.4138,0.9022,0.5603
22344,3279,2,0.4138,0.9291,0.5684
22344,3282,51,0.4138,0.8827,0.5545
22344,3283,260,0.5209,0.8559,0.6214
22344,3284,346,0.5209,0.9118,0.6382
22344,6722,2,0.3482,0.8786,0.5073
22344,6723,26,0.5209,0.8676,0.6249
22344,6724,345,0.5209,0.8106,0.6078
22344,6725,175,0.2656,0.886,0.4517
22344,6732,980,0.5209,0.9191,0.6404
22344,6735,462,0.5209,0.8851,0.6301
22344,6736,3,0.5209,0.8821,0.6292
22344,6737,3,0.5209,0.8752,0.6272
22344,6739,3,0.6138,0.8973,0.6989
22344,6740,3,0.2656,0.9326,0.4657
22344,6742,3,0.5209,0.8583,0.6221
22344,6743,1,0.5786,0.9218,0.6816
22344,6746,345,0.4138,0.8537,0.5458
22344,7227,972,0.5209,0.9099,0.6376
22344,7229,392,0.5209,0.8456,0.6183
22344,7232,45,0.5209,0.8798,0.6286
22344,7233,163,0.4138,0.8795,0.5535
22344,7234,50,0.4138,0.885,0.5552
22344,7235,345,0.3727,0.8812,0.5252
22344,7236,805,0.5209,0.8111,0.608
22344,7237,304,0.5209,0.8891,0.6314
22346,22348,11,0.6482,0.9059,0.7255
22346,3199,335,0.2553,0.9094,0.4515
22346,3232,12,0.2553,0.9065,0.4507
22346,3260,322,0.2553,0.9455,0.4623
22346,3266,13,0.2553,0.9447,0.4621
22346,3275,13,0.2553,0.9441,0.4619
22346,3284,336,0.2553,0.9263,0.4566
22346,7232,35,0.2553,0.9312,0.458
22346,7237,294,0.2553,0.9232,0.4556
22348,6737,2,0.3482,0.9009,0.514
22353,22356,8,0.2656,0.8858,0.4517
22353,22360,7,0.3727,0.8935,0.5289
22353,2932,340,0.2656,0.9062,0.4578
22353,2957,2,0.2656,0.8864,0.4519
22353,2976,341,0.2656,0.9349,0.4664
22353,3197,6,0.3727,0.9353,0.5415
22353,3199,339,0.3727,0.8987,0.5305
22353,3203,339,0.3727,0.8344,0.5112
22353,3207,9,0.2656,0.9186,0.4615
22353,3219,1,0.3727,0.8893,0.5277
22353,3221,339,0.2656,0.9027,0.4567
22353,3223,9,0.2656,0.9612,0.4743
22353,3225,298,0.2656,0.8998,0.4559
22353,3227,1,0.2656,0.9141,0.4602
22353,3230,7,0.2656,0.9319,0.4655
22353,3232,8,0.3727,0.9432,0.5438
22353,3233,4,0.2656,0.9163,0.4608
22353,3244,338,0.2656,0.9048,0.4574
22353,3245,8,0.3727,0.9266,0.5389
22353,3246,342,0.3727,0.9215,0.5373
22353,3247,329,0.2656,0.9562,0.4728
22353,3248,6,0.2656,0.9095,0.4588
22353,3250,9,0.2656,0.9445,0.4693
22353,3253,339,0.2656,0.9403,0.468
22353,3255,8,0.2656,0.918,0.4613
22353,3256,5,0.4479,0.9082,0.586
22353,3257,4,0.3727,0.9613,0.5493
22353,3260,326,0.3727,0.9104,0.534
22353,3265,339,0.3727,0.9324,0.5406
22353,3266,9,0.3727,0.9321,0.5405
22353,3271,6,0.2656,0.9213,0.4623
22353,3272,9,0.2656,0.9168,0.461
22353,3274,7,0.2656,0.8847,0.4513
22353,3275,9,0.3727,0.9408,0.5431
22353,3277,4,0.3727,0.9358,0.5416
22353,3278,339,0.2656,0.9614,0.4743
22353,3279,8,0.2656,0.9655,0.4756
22353,3281,6,0.3727,0.848,0.5153
22353,3283,254,0.3727,0.8461,0.5147
22353,3284,340,0.3727,0.9283,0.5394
22353,6719,1,0.4479,0.8834,0.5786
22353,6721,4,0.2656,0.9392,0.4677
22353,6723,20,0.3727,0.9054,0.5325
22353,6724,339,0.3727,0.8706,0.5221
22353,6725,169,0.2656,0.9139,0.4601
22353,6727,6,0.3727,0.955,0.5474
22353,6736,9,0.3727,0.9517,0.5464
22353,6737,9,0.3727,0.9072,0.533
22353,6739,3,0.3727,0.9274,0.5391
22353,6740,9,0.2656,0.9296,0.4648
22353,6742,9,0.3727,0.9228,0.5377
22353,6743,5,0.2656,0.9456,0.4696
22353,6746,339,0.2656,0.9543,0.4722
22353,7224,6,0.2656,0.9116,0.4594
22353,7232,39,0.3727,0.8971,0.53
22353,7235,339,0.3727,0.8819,0.5254
22353,7237,298,0.3727,0.866,0.5207
22356,2932,348,0.2656,0.8915,0.4534
22356,2976,349,0.4493,0.8699,0.5755
22356,3207,1,0.2656,0.8887,0.4526
22356,3210,347,0.4252,0.8907,0.5649
22356,3223,17,0.2656,0.9062,0.4578
22356,3225,306,0.2656,0.8881,0.4524
22356,3247,337,0.2656,0.8858,0.4517
22356,3256,3,0.2656,0.908,0.4583
22356,3257,4,0.2656,0.8901,0.453
22356,3278,347,0.2656,0.8952,0.4545
22356,6719,7,0.2656,0.9117,0.4595
22356,6721,12,0.2656,0.9214,0.4623
22356,6724,347,0.2656,0.8908,0.4532
22356,6727,2,0.2656,0.8922,0.4536
22356,7235,347,0.4493,0.8938,0.5826
22359,22360,7,0.4138,0.9097,0.5626
22359,2932,340,0.4138,0.8754,0.5523
22359,2957,2,0.4138,0.8423,0.5424
22359,2976,341,0.2656,0.8932,0.4539
22359,3197,6,0.4138,0.8791,0.5534
22359,3199,339,0.4138,0.911,0.563
22359,3203,339,0.4138,0.8236,0.5368
22359,3207,9,0.4138,0.9164,0.5646
22359,3210,339,0.4138,0.7965,0.5286
22359,3219,1,0.4138,0.878,0.5531
22359,3221,339,0.4138,0.8392,0.5414
22359,3223,9,0.2656,0.9163,0.4608
22359,3225,298,0.4138,0.8788,0.5533
22359,3227,1,0.4138,0.9336,0.5698
22359,3230,7,0.4138,0.9049,0.5611
22359,3232,8,0.4138,0.9146,0.564
22359,3233,4,0.4138,0.8928,0.5575
22359,3234,253,0.4138,0.8918,0.5572
22359,3236,298,0.4138,0.8363,0.5406
22359,3242,114,0.4138,0.8421,0.5423
22359,3244,338,0.4138,0.895,0.5582
22359,3245,8,0.4138,0.9,0.5597
22359,3246,342,0.4138,0.8979,0.559
22359,3247,329,0.4138,0.8921,0.5573
22359,3248,6,0.4138,0.9114,0.5631
22359,3250,9,0.4138,0.9307,0.5689
22359,3253,339,0.4138,0.9223,0.5664
22359,3255,8,0.4138,0.912,0.5633
22359,3257,4,0.4138,0.9174,0.5649
22359,3259,44,0.4138,0.8459,0.5434
22359,3260,326,0.4138,0.9111,0.563
22359,3266,9,0.4138,0.9245,0.567
22359,3271,6,0.4138,0.8777,0.553
22359,3272,9,0.4138,0.8832,0.5546
22359,3273,255,0.4138,0.8173,0.5349
22359,3274,7,0.4138,0.8115,0.5331
22359,3275,9,0.4138,0.9351,0.5702
22359,3277,4,0.4138,0.9138,0.5638
22359,3278,339,0.4138,0.9196,0.5655
22359,3279,8,0.4138,0.9396,0.5716
22359,3281,6,0.4138,0.8513,0.5451
22359,3282,45,0.4138,0.8615,0.5481
22359,3283,254,0.4138,0.8266,0.5376
22359,3284,340,0.4138,0.9078,0.562
22359,6721,4,0.2656,0.8851,0.4515
22359,6723,20,0.4138,0.8851,0.5552
22359,6724,339,0.4138,0.8291,0.5384
22359,6727,6,0.4138,0.9105,0.5628
22359,6736,9,0.4138,0.9102,0.5627
22359,6737,9,0.4138,0.9063,0.5616
22359,6739,3,0.4138,0.8993,0.5595
22359,6740,9,0.2656,0.9269,0.464
22359,6742,9,0.4138,0.88,0.5537
22359,6743,5,0.4138,0.9394,0.5715
22359,6746,339,0.4138,0.8922,0.5573
22359,7224,6,0.4138,0.8804,0.5538
22359,7232,39,0.4138,0.8927,0.5575
22359,7233,157,0.4138,0.8714,0.5511
22359,7234,44,0.4138,0.8699,0.5506
22359,7237,298,0.4138,0.8567,0.5467
22360,2932,347,0.4138,0.8201,0.5357
22360,2957,9,0.4138,0.7612,0.518
22360,3197,1,0.5209,0.8019,0.6052
22360,3199,346,0.5209,0.8621,0.6232
22360,3203,346,0.5209,0.8388,0.6163
22360,3207,2,0.4138,0.8679,0.55
22360,3210,346,0.4138,0.7117,0.5032
22360,3211,690,0.5209,0.8562,0.6215
22360,3219,6,0.5209,0.8223,0.6113
22360,3221,346,0.4138,0.7578,0.517
22360,3225,305,0.4138,0.8303,0.5388
22360,3227,8,0.4138,0.8764,0.5526
22360,3229,503,0.5209,0.8346,0.615
22360,3230,14,0.4138,0.8708,0.5509
22360,3232,1,0.5209,0.8692,0.6254
22360,3233,3,0.4138,0.836,0.5405
22360,3234,260,0.4138,0.8764,0.5526
22360,3236,305,0.4138,0.7861,0.5255
22360,3240,712,0.5209,0.9002,0.6347
22360,3241,471,0.5209,0.8218,0.6112
22360,3242,121,0.4138,0.7821,0.5243
22360,3244,345,0.4138,0.8838,0.5548
22360,3245,1,0.5209,0.8573,0.6218
22360,3246,349,0.5209,0.8675,0.6249
22360,3247,336,0.4138,0.8258,0.5374
22360,3248,1,0.4138,0.8608,0.5479
22360,3250,2,0.4138,0.9041,0.5609
22360,3253,346,0.4138,0.8859,0.5554
22360,3255,1,0.4138,0.9374,0.5709
22360,3257,3,0.5209,0.8665,0.6246
22360,3259,51,0.4138,0.816,0.5345
22360,3260,333,0.5209,0.8851,0.6301
22360,3262,767,0.5209,0.8458,0.6184
22360,3265,346,0.3727,0.8203,0.507
22360,3266,2,0.5209,0.9237,0.6417
22360,3271,1,0.4138,0.8011,0.53
22360,3272,16,0.4138,0.7999,0.5296
22360,3273,262,0.4138,0.7539,0.5158
22360,3275,2,0.5209,0.9335,0.6447
22360,3277,11,0.5209,0.8825,0.6294
22360,3278,346,0.4138,0.8698,0.5506
22360,3279,1,0.4138,0.895,0.5582
22360,3281,1,0.5209,0.8667,0.6246
22360,3282,52,0.4138,0.8129,0.5335
22360,3283,261,0.5209,0.7686,0.5952
22360,3284,347,0.5209,0.8919,0.6322
22360,6722,3,0.2553,0.9093,0.4515
22360,6723,27,0.5209,0.8244,0.6119
22360,6724,346,0.5209,0.74,0.5866
22360,6727,1,0.5209,0.8665,0.6246
22360,6732,979,0.5209,0.893,0.6325
22360,6735,463,0.5209,0.8588,0.6223
22360,6736,2,0.5209,0.8705,0.6258
22360,6737,2,0.5209,0.969,0.6553
22360,6739,4,0.5209,0.9018,0.6352
22360,6740,2,0.2656,0.8918,0.4535
22360,6742,2,0.5209,0.8158,0.6094
22360,6743,2,0.4138,0.945,0.5732
22360,6746,346,0.4138,0.866,0.5495
22360,7224,1,0.4138,0.8179,0.535
22360,7227,971,0.5209,0.89,0.6316
22360,7229,393,0.5209,0.842,0.6172
22360,7232,46,0.5209,0.9214,0.641
22360,7233,164,0.4138,0.8667,0.5497
22360,7234,51,0.4138,0.825,0.5372
22360,7235,346,0.3727,0.8213,0.5073
22360,7236,806,0.5209,0.8096,0.6075
22360,7237,305,0.5209,0.8588,0.6223
22364,2265,2,0.3084,0.8183,0.4613
22364,2519,2,0.5564,0.7775,0.6228
22364,2700,2,0.5564,0.7879,0.6259
22364,2706,638,0.5564,0.8777,0.6528
22364,2731,1,0.5564,0.8494,0.6443
22364,2737,1,0.5564,0.772,0.6211
22364,2740,215,0.3084,0.7963,0.4547
22364,2741,608,0.5564,0.8109,0.6328
22364,2758,8,0.5564,0.7943,0.6278
22364,2844,176,0.5564,0.7715,0.621
22366,2434,791,0.5799,0.77,0.6369
22366,2501,523,0.5799,0.4802,0.55
22366,2508,929,0.5799,0.4557,0.5426
22366,2728,741,0.5799,0.4799,0.5499
22366,2736,524,0.5799,0.5005,0.5561
22366,2832,531,0.5799,0.4485,0.5405
22369,2851,128,0.4198,0.5935,0.4719
22403,2694,1,0.3395,0.9206,0.5138
22403,2699,93,0.3025,0.8229,0.4586
22403,2701,92,0.3025,0.9157,0.4865
22403,2703,344,0.5178,0.8837,0.6276
22403,2726,1093,0.5178,0.8448,0.6159
22437,2641,388,0.8395,0.8389,0.8393
22437,2700,216,0.2807,0.8757,0.4592
22437,2717,2,0.2807,0.87,0.4575
22503,3414,371,0.6851,0.8306,0.7287
23108,5994,101,0.3,0.8859,0.4758
23109,6017,192,0.3866,0.8828,0.5355
23109,6207,325,0.3866,0.9165,0.5456
23109,6351,131,0.3866,0.8743,0.5329
23109,6381,27,0.5,0.8775,0.6133
23110,5985,98,0.3866,0.8728,0.5325
23110,5992,104,0.3866,0.6644,0.4699
23163,5018,334,0.3915,0.7767,0.5071
23163,5019,334,0.3915,0.7461,0.4979
23163,5180,292,0.3915,0.9095,0.5469
23163,5315,1,0.3915,0.804,0.5153
23163,5323,65,0.5006,0.6215,0.5369
23163,5434,334,0.3915,0.7394,0.4959
23163,5444,334,0.3915,0.7091,0.4868
23163,5445,298,0.3915,0.8881,0.5405
23163,5466,335,0.3915,0.6777,0.4774
23163,5472,291,0.3915,0.6981,0.4835
23163,5476,127,0.3915,0.7047,0.4855
23163,5477,11,0.3915,0.8679,0.5344
23163,5486,292,0.3915,0.8607,0.5323
23163,5519,335,0.3915,0.7834,0.5091
23163,5557,23,0.3915,0.8054,0.5157
23163,5591,65,0.5006,0.5796,0.5243
23164,23170,372,0.5502,0.8907,0.6524
23164,23173,704,0.5502,0.9536,0.6712
23170,23173,1076,0.5502,0.8608,0.6434
391,5020,71,0.5545,0.8341,0.6384
391,5091,110,0.3428,0.8648,0.4994
391,5266,143,0.5545,0.8079,0.6305
391,5267,141,0.3428,0.8941,0.5082
391,5269,142,0.3428,0.8454,0.4936
391,5271,2,0.5545,0.9025,0.6589
391,5274,142,0.4918,0.9115,0.6177
391,5275,1,0.4918,0.949,0.6289
391,5277,141,0.3428,0.9037,0.5111
391,5278,3,0.7035,0.9234,0.7695
391,5281,4,0.4918,0.9051,0.6158
391,5288,7,0.7035,0.9008,0.7627
391,5354,266,0.3428,0.9133,0.5139
391,5387,185,0.3428,0.8594,0.4978
391,5393,186,0.5545,0.8244,0.6355
391,5397,23,0.3428,0.9091,0.5127
391,5416,108,0.5545,0.8363,0.6391
391,5421,1,0.7035,0.8938,0.7606
391,5513,142,0.5545,0.8955,0.6568
391,5548,98,0.3428,0.8155,0.4846
391,5555,3,0.7035,0.853,0.7484
391,5632,1,0.4918,0.883,0.6091
391,5641,73,0.3428,0.7994,0.4798
391,5647,1,0.4918,0.903,0.6151
391,5742,141,0.3428,0.8912,0.5073
391,5743,114,0.3428,0.8425,0.4927
391,5881,110,0.5545,0.755,0.6147
391,5882,110,0.5545,0.7649,0.6176
391,5887,1,0.7035,0.8907,0.7597
564,2865,591,0.6628,0.949,0.7486
564,2867,599,0.6628,0.9344,0.7442
566,2485,360,0.3,0.9068,0.482
571,2824,64,0.2787,0.864,0.4543
849,858,138,0.3778,0.8962,0.5333
864,3098,2,0.6823,0.8788,0.7412
865,4109,119,0.5,0.849,0.6047
865,4118,1,0.8,0.9573,0.8472
867,2995,148,0.3226,0.7672,0.4559
869,2995,234,0.3226,0.8159,0.4706
869,3096,37,0.3226,0.8648,0.4852
872,2711,842,0.5799,0.7095,0.6188
872,2833,684,0.5799,0.8372,0.6571
906,5083,181,0.6395,0.8134,0.6916
906,5484,76,0.4278,0.7396,0.5213
906,5511,300,0.4278,0.819,0.5451
906,5567,198,0.4278,0.7941,0.5377
906,5572,137,0.4278,0.8208,0.5457
906,5664,193,0.4278,0.868,0.5598
906,5677,349,0.4278,0.7616,0.5279
906,5678,298,0.4278,0.8655,0.5591
906,5679,352,0.6395,0.7896,0.6845
906,5686,136,0.4278,0.706,0.5112
906,5690,404,0.6395,0.7359,0.6684
906,5848,10,0.6395,0.9408,0.7299
970,978,1,0.5694,0.8796,0.6625
970,983,4,0.5694,0.8963,0.6675
970,1088,16,0.4479,0.8955,0.5822
970,1205,14,0.5694,0.8736,0.6607
970,1242,39,0.4479,0.9201,0.5896
970,1244,57,0.3356,0.829,0.4836
970,1909,1002,0.6479,0.8665,0.7135
970,1910,1002,0.5694,0.8349,0.6491
970,1911,1002,0.5694,0.8576,0.6559
970,1913,1002,0.5694,0.8357,0.6493
970,1915,1002,0.5356,0.8103,0.618
970,1928,1,0.5694,0.8877,0.6649
970,1930,1,0.5694,0.9628,0.6875
970,1933,57,0.5694,0.8421,0.6512
970,1954,57,0.5694,0.7882,0.6351
970,1972,57,0.4571,0.8431,0.5729
970,2163,822,0.5301,0.8628,0.6299
970,2206,7,0.3356,0.9043,0.5062
970,2209,343,0.3356,0.9085,0.5074
970,2211,6,0.4479,0.8025,0.5543
978,983,3,0.5694,0.9616,0.6871
978,1088,15,0.4479,0.746,0.5374
978,1205,15,0.5694,0.8511,0.6539
978,1242,38,0.4479,0.9265,0.5915
978,1244,56,0.3356,0.8848,0.5003
978,1909,1001,0.5694,0.9456,0.6823
978,1910,1001,0.5694,0.9143,0.6729
978,1911,1001,0.5694,0.9372,0.6798
978,1913,1001,0.5694,0.9164,0.6735
978,1933,56,0.5694,0.963,0.6875
978,1954,56,0.5694,0.9227,0.6754
978,1972,56,0.4571,0.9698,0.6109
978,2206,6,0.3356,0.8948,0.5033
978,2209,342,0.3356,0.8729,0.4968
978,2210,1,0.4479,0.8212,0.5599
978,2211,5,0.4479,0.7249,0.531
983,1088,12,0.4479,0.7549,0.54
983,1205,18,0.5694,0.8512,0.654
983,1242,35,0.4479,0.9374,0.5948
983,1244,53,0.3356,0.8608,0.4932
983,1909,998,0.5694,0.8961,0.6674
983,1910,998,0.5694,0.8789,0.6623
983,1911,998,0.5694,0.892,0.6662
983,1913,998,0.5694,0.8753,0.6612
983,1928,3,0.5694,0.922,0.6752
983,1930,3,0.5694,0.9277,0.6769
983,1933,53,0.5694,0.9302,0.6777
983,1954,53,0.5694,0.8709,0.6599
983,1972,53,0.4571,0.9348,0.6004
983,2206,3,0.3356,0.9164,0.5098
983,2209,339,0.5356,0.8801,0.6389
983,2210,4,0.4479,0.8367,0.5646
983,2211,2,0.4479,0.7233,0.5305
1005,1936,1,0.3123,0.9267,0.4966
1048,1282,561,0.672,0.8125,0.7141
1055,1093,88,0.2917,0.9022,0.4749
1064,1065,65,0.3356,0.8379,0.4863
1064,1152,71,0.4922,0.9393,0.6263
1064,1153,136,0.3356,0.8712,0.4963
1064,1157,16,0.3356,0.91,0.5079
1064,1159,27,0.3356,0.952,0.5205
1064,1169,2,0.4483,0.9602,0.6019
1064,1173,175,0.3356,0.8955,0.5036
1064,1177,1,0.2917,0.9454,0.4878
1064,1218,260,0.3356,0.8857,0.5006
1064,1229,140,0.4922,0.94,0.6265
1064,1233,92,0.4922,0.9525,0.6303
1064,1237,3,0.7839,0.9829,0.8436
1064,1653,94,0.3356,0.8751,0.4974
1064,1852,134,0.3356,0.7868,0.4709
1064,1868,98,0.3356,0.817,0.48
1064,1870,100,0.3356,0.8619,0.4935
1064,1909,136,0.3356,0.8891,0.5016
1064,1910,136,0.3356,0.8903,0.502
1064,1911,136,0.3356,0.8838,0.5
1064,1912,136,0.3356,0.8489,0.4896
1064,1913,136,0.3356,0.8741,0.4971
1064,1915,136,0.3356,0.8533,0.4909
1064,2094,2,0.4483,0.9576,0.6011
1064,2163,44,0.3356,0.8234,0.4819
1064,2199,1,0.4483,0.9828,0.6087
1065,1152,6,0.3356,0.8244,0.4822
1065,1153,71,0.5528,0.7962,0.6258
1065,1157,49,0.3356,0.8119,0.4785
1065,1159,92,0.3356,0.8926,0.5027
1065,1173,240,0.3356,0.7762,0.4678
1065,1218,325,0.5528,0.7951,0.6255
1065,1229,75,0.3356,0.7941,0.4731
1065,1233,27,0.3356,0.8208,0.4812
1065,1237,68,0.3356,0.8316,0.4844
1065,1653,29,0.3356,0.717,0.45
1065,1909,71,0.3356,0.854,0.4911
1065,1910,71,0.3356,0.8152,0.4795
1065,1911,71,0.3356,0.842,0.4875
1065,1912,71,0.5528,0.7684,0.6175
1065,1913,71,0.3356,0.8163,0.4798
1065,1915,71,0.5528,0.7809,0.6212
1065,2163,109,0.3356,0.8006,0.4751
1078,1470,86,0.5345,0.789,0.6109
1078,1509,611,0.5345,0.8764,0.6371
1078,1656,5,0.5345,0.7946,0.6125
1078,1661,1,0.5345,0.8139,0.6183
1078,1669,2,0.5345,0.8204,0.6203
1078,1732,611,0.5345,0.8781,0.6376
1078,1840,111,0.5345,0.7888,0.6108
1078,1860,2,0.5345,0.8287,0.6228
1078,1917,635,0.5345,0.7546,0.6005
1078,1923,635,0.5345,0.7973,0.6133
1078,1926,636,0.5345,0.7722,0.6058
1088,1205,30,0.4479,0.862,0.5722
1088,1242,23,0.4479,0.8404,0.5657
1088,1244,41,0.3356,0.7847,0.4703
1088,1928,15,0.4479,0.7793,0.5473
1088,1930,15,0.4479,0.8745,0.5759
1088,1933,41,0.4479,0.7329,0.5334
1088,1954,41,0.4479,0.6825,0.5183
1088,1972,41,0.3356,0.7279,0.4533
1088,2206,9,0.3356,0.839,0.4866
1088,2209,327,0.3356,0.8218,0.4814
1088,2210,16,0.4479,0.8852,0.5791
1088,2211,10,0.4479,0.7318,0.5331
1108,1250,113,0.6123,0.8881,0.6951
1108,1462,622,0.6123,0.8396,0.6805
1108,1919,42,0.6123,0.8518,0.6842
1108,1943,28,0.3123,0.8799,0.4826
1130,1162,369,0.5679,0.8616,0.656
1130,1515,117,0.5679,0.9007,0.6678
1130,1789,62,0.2582,0.9127,0.4545
1130,1874,451,0.5679,0.7937,0.6356
1130,1888,411,0.5679,0.8165,0.6425
1130,1946,256,0.2582,0.8982,0.4502
1130,2018,159,0.5679,0.8781,0.661
1142,1522,1,0.3123,0.9757,0.5114
1148,1167,23,0.5,0.8684,0.6105
1148,1224,266,0.5,0.851,0.6053
1149,1232,1,1.0,0.947,0.9841
1151,1974,7,0.4642,0.6392,0.5167
1151,3812,4,0.9642,0.963,0.9639
1152,1153,65,0.3356,0.8654,0.4945
1152,1157,55,0.3356,0.9005,0.5051
1152,1159,98,0.3356,0.925,0.5124
1152,1161,1,0.5,0.9695,0.6409
1152,1173,246,0.3356,0.8468,0.489
1152,1218,331,0.3356,0.9226,0.5117
1152,1229,69,0.4922,0.9615,0.633
1152,1233,21,0.4922,0.9521,0.6302
1152,1237,74,0.4922,0.9189,0.6202
1152,1653,23,0.3356,0.8511,0.4902
1152,1852,63,0.3356,0.7669,0.465
1152,1868,27,0.3356,0.8232,0.4819
1152,1870,29,0.3356,0.8184,0.4804
1152,1909,65,0.3356,0.9105,0.5081
1152,1910,65,0.3356,0.8896,0.5018
1152,1911,65,0.3356,0.9163,0.5098
1152,1912,65,0.3356,0.8723,0.4966
1152,1913,65,0.3356,0.8873,0.5011
1152,1915,65,0.3356,0.842,0.4875
1152,1988,65,0.3356,0.7479,0.4593
1152,2163,115,0.3356,0.7875,0.4712
1153,1157,120,0.3356,0.8345,0.4852
1153,1159,163,0.3356,0.8805,0.499
1153,1173,311,0.3356,0.8088,0.4776
1153,1218,396,0.5528,0.9154,0.6616
1153,1229,4,0.3356,0.8663,0.4948
1153,1233,44,0.3356,0.8779,0.4983
1153,1237,139,0.3356,0.8783,0.4984
1153,1653,42,0.3356,0.7704,0.466
1153,1868,38,0.3356,0.787,0.471
1153,1870,36,0.3356,0.8026,0.4757
1153,2163,180,0.3356,0.788,0.4713
1157,1159,43,0.3356,0.904,0.5061
1157,1173,191,0.3356,0.8249,0.4824
1157,1218,276,0.3356,0.8883,0.5014
1157,1229,124,0.3356,0.8867,0.5009
1157,1233,76,0.3356,0.8939,0.5031
1157,1237,19,0.3356,0.9013,0.5053
1157,1653,78,0.3356,0.8485,0.4895
1157,1852,118,0.3356,0.8016,0.4754
1157,1868,82,0.3356,0.8213,0.4813
1157,1870,84,0.3356,0.8318,0.4845
1157,1909,120,0.3356,0.8729,0.4968
1157,1910,120,0.3356,0.8588,0.4926
1157,1911,120,0.3356,0.8646,0.4943
1157,1912,120,0.3356,0.824,0.4821
1157,1913,120,0.3356,0.8499,0.4899
1157,1915,120,0.3356,0.8187,0.4805
1157,2163,60,0.3356,0.7733,0.4669
1157,2206,875,0.5076,0.929,0.634
1157,2209,539,0.5076,0.87,0.6163
1158,2068,1,0.372,0.9551,0.5469
1159,1173,148,0.4479,0.8979,0.5829
1159,1218,233,0.3356,0.8929,0.5028
1159,1229,167,0.3356,0.8988,0.5045
1159,1233,119,0.3356,0.921,0.5112
1159,1237,24,0.3356,0.9505,0.52
1159,1653,121,0.4479,0.8506,0.5687
1159,1852,161,0.4479,0.7851,0.5491
1159,1868,125,0.4479,0.8014,0.554
1159,1870,127,0.4479,0.8279,0.5619
1159,1909,163,0.4479,0.924,0.5908
1159,1910,163,0.4479,0.891,0.5809
1159,1911,163,0.4479,0.9106,0.5867
1159,1912,163,0.3356,0.8571,0.4921
1159,1913,163,0.4479,0.8924,0.5813
1159,1915,163,0.3356,0.8613,0.4933
