doc_i,doc_j,dias,s_ref,s_emb,w
15143,17282,597,0.5139,0.5491,0.5245
15146,15148,286,0.5502,0.6242,0.5724
15146,15166,105,0.5502,0.487,0.5312
15146,23164,287,0.5502,0.6234,0.5722
15146,23170,85,0.5502,0.5673,0.5554
15146,23173,991,0.5502,0.6242,0.5724
15148,15154,342,0.387,0.9179,0.5463
15148,15166,181,0.5502,0.7699,0.6161
15148,19044,973,0.5502,0.8128,0.629
15148,23164,1,0.5502,0.9146,0.6595
15148,23170,371,0.5502,0.8561,0.642
15148,23173,705,0.5502,0.9269,0.6632
15151,15158,51,0.4205,0.8472,0.5485
15151,16801,219,0.4205,0.5689,0.465
15152,17588,686,0.5023,0.4981,0.501
15154,15164,351,0.5258,0.6883,0.5746
15154,16803,342,0.2572,0.9294,0.4589
15154,23164,341,0.387,0.9313,0.5503
15154,23173,363,0.387,0.9203,0.547
15158,15172,101,0.2572,0.9487,0.4647
15166,23164,182,0.5502,0.8418,0.6377
15166,23170,190,0.5502,0.8025,0.6259
15166,23173,886,0.5502,0.7866,0.6211
15175,15177,306,0.483,0.8764,0.601
15175,17003,275,0.3391,0.9105,0.5105
15176,15187,770,0.5679,0.9118,0.6711
15176,15188,627,0.5679,0.6685,0.5981
15176,15191,485,0.5679,0.9304,0.6767
15176,15193,248,0.3391,0.9497,0.5223
15176,17003,785,0.5679,0.6426,0.5903
15177,15191,269,0.483,0.6468,0.5321
15177,17003,31,0.3391,0.8914,0.5048
15179,15185,213,0.483,0.845,0.5916
15179,15191,1058,0.7118,0.6481,0.6927
15179,17003,758,0.5679,0.8831,0.6625
15179,19035,402,0.5391,0.87,0.6384
15179,3418,25,0.5679,0.8645,0.6569
15184,6949,330,0.4556,0.5892,0.4957
15185,19035,189,0.483,0.8229,0.5849
15185,3418,238,0.3391,0.8281,0.4858
15187,15188,143,0.5679,0.6545,0.5939
15187,15195,144,0.3391,0.9435,0.5204
15191,17003,300,0.5679,0.6341,0.5878
15191,3418,1033,0.5679,0.6161,0.5824
15196,19035,322,0.7432,0.6592,0.718
15202,15219,247,0.483,0.7151,0.5526
15228,7048,62,0.4821,0.6413,0.5299
15228,7052,55,0.6597,0.6566,0.6587
15228,7054,66,0.4821,0.6593,0.5353
15254,15258,1,0.4917,0.8954,0.6128
15281,7073,192,0.4821,0.8553,0.594
15281,7078,1,0.5,0.9543,0.6363
15281,7080,312,0.3597,0.8422,0.5044
15281,7102,191,0.4821,0.8051,0.579
15281,7120,311,0.4821,0.7946,0.5759
15288,7104,199,0.4252,0.7516,0.5231
15303,18814,3,0.3597,0.9004,0.5219
15303,7116,182,0.3597,0.6928,0.4596
15341,7145,570,0.7121,0.7519,0.724
15341,7146,207,0.4121,0.8588,0.5461
15341,7147,205,0.4121,0.6781,0.4919
15341,7149,214,0.4121,0.8514,0.5439
15341,7153,214,0.4121,0.7382,0.5099
15341,7171,306,0.4121,0.7838,0.5236
15891,4259,31,0.7596,0.5563,0.6986
15891,4342,32,0.7596,0.5429,0.6945
15891,4384,924,0.7596,0.5696,0.7026
15912,4940,53,0.5,0.5035,0.5011
15937,4731,1,0.5,0.4121,0.4736
15940,4324,506,0.7009,0.421,0.6169
15946,4620,1092,0.6091,0.9031,0.6973
15949,15952,3,0.9733,0.9005,0.9515
15949,15969,2,0.9733,0.8314,0.9308
15949,4565,89,0.5,0.7367,0.571
15949,4580,85,0.5,0.7221,0.5666
15952,15969,1,0.9733,0.8912,0.9487
15952,4565,92,0.7,0.7967,0.729
15952,4580,88,0.7,0.7893,0.7268
15961,15965,284,0.5,0.8619,0.6086
15961,15966,8,0.8,0.9139,0.8342
15965,15966,276,0.5,0.8777,0.6133
15965,4634,284,0.5,0.8153,0.5946
15966,4634,8,0.8,0.8715,0.8215
15968,4269,680,0.7787,0.6246,0.7325
15968,4401,603,0.5,0.6776,0.5533
15968,4607,186,0.7787,0.6698,0.746
15969,15977,7,0.2733,0.8659,0.4511
15969,4565,91,0.7,0.7559,0.7168
15969,4580,87,0.7,0.7693,0.7208
15975,4366,65,0.4476,0.5443,0.4766
15975,4395,87,0.4476,0.6327,0.5031
15996,4396,1,0.3725,0.9396,0.5426
15996,4552,991,0.546,0.9178,0.6576
15996,4555,985,0.546,0.9292,0.661
15996,4560,985,0.8146,0.9395,0.852
15996,4562,985,0.546,0.8934,0.6502
15996,4578,567,0.6411,0.9266,0.7267
15996,4582,281,0.546,0.9388,0.6638
16003,4356,153,0.4862,0.8495,0.5952
16003,4602,1,0.4862,0.948,0.6248
16036,5686,54,0.449,0.5729,0.4862
16036,5895,73,0.5,0.7388,0.5716
16077,391,110,0.5545,0.847,0.6423
16077,5020,39,0.5545,0.9336,0.6683
16077,5266,33,0.7545,0.8833,0.7931
16077,5267,31,0.3428,0.8454,0.4936
16077,5269,32,0.3428,0.8628,0.4988
16077,5270,110,0.5545,0.8446,0.6415
16077,5271,108,0.5545,0.8415,0.6406
16077,5272,110,0.3428,0.8566,0.4969
16077,5274,32,0.3428,0.9024,0.5107
16077,5275,109,0.3428,0.842,0.4926
16077,5277,31,0.3428,0.8659,0.4997
16077,5278,107,0.5545,0.8206,0.6344
16077,5281,106,0.3428,0.8229,0.4868
16077,5288,117,0.5545,0.8595,0.646
16077,5289,110,0.3428,0.827,0.488
16077,5354,156,0.3428,0.8074,0.4822
16077,5387,75,0.3428,0.8717,0.5014
16077,5393,76,0.5545,0.9128,0.662
16077,5397,87,0.3428,0.8548,0.4964
16077,5416,2,0.5545,0.9174,0.6634
16077,5421,109,0.5545,0.8202,0.6342
16077,5513,32,0.5545,0.9081,0.6606
16077,5548,12,0.3428,0.9188,0.5156
16077,5555,107,0.5545,0.8587,0.6458
16077,5632,109,0.3428,0.8572,0.4971
16077,5641,37,0.3428,0.8533,0.4959
16077,5645,110,0.3428,0.705,0.4514
16077,5647,109,0.3428,0.867,0.5001
16077,5742,31,0.3428,0.8972,0.5091
16077,5743,4,0.3428,0.8269,0.488
16077,5887,109,0.5545,0.8664,0.6481
16188,5274,778,0.5572,0.8916,0.6575
16188,5397,659,0.5572,0.9291,0.6688
16188,5647,637,0.5572,0.8342,0.6403
16188,5743,750,0.5572,0.8534,0.646
16324,5445,15,0.3,0.9039,0.4812
16529,571,271,0.4746,0.5378,0.4935
16728,7382,760,0.6413,0.8155,0.6936
16735,7391,742,0.5,0.575,0.5225
16785,17073,363,0.2917,0.9145,0.4786
16790,17279,163,0.4205,0.7746,0.5267
16790,18323,171,0.4205,0.7218,0.5109
16790,19044,97,0.4205,0.7282,0.5128
16790,19050,26,0.4205,0.7521,0.5199
16790,19052,174,0.5916,0.7589,0.6418
16790,23173,171,0.4205,0.8088,0.5369
16792,16796,9,0.6197,0.5537,0.5999
16792,19043,266,0.5054,0.8499,0.6087
16793,16800,31,0.3725,0.6751,0.4633
16793,18334,15,0.3725,0.7067,0.4728
16794,16797,29,0.5045,0.8025,0.5939
16794,16798,741,0.5045,0.8324,0.6029
16794,16803,721,0.5045,0.9244,0.6305
16794,19044,252,0.387,0.7693,0.5017
16794,23173,16,0.387,0.9463,0.5548
16797,16798,712,0.5045,0.7488,0.5778
16797,16803,692,0.5045,0.7466,0.5771
16798,16802,504,0.5045,0.7773,0.5863
16798,16803,20,0.5045,0.808,0.5955
16801,16808,245,0.4205,0.8118,0.5378
16802,16803,524,0.5045,0.9471,0.6373
16803,23164,1,0.2572,0.9255,0.4577
16804,16812,37,0.4404,0.843,0.5612
16807,16813,1046,0.6036,0.6592,0.6203
16812,16813,407,0.6036,0.8171,0.6676
16928,17149,19,0.7917,0.4342,0.6845
16976,1253,9,0.5,0.8717,0.6115
16980,18028,121,0.3123,0.8812,0.483
16980,1130,321,0.5679,0.8761,0.6604
16980,1162,690,0.5679,0.8854,0.6632
16980,1515,204,0.5679,0.8597,0.6554
16980,1874,772,0.5679,0.7952,0.6361
16980,1888,732,0.5679,0.7865,0.6335
16980,2018,162,0.5679,0.9243,0.6748
17003,3418,733,0.5679,0.9081,0.67
17104,6023,432,0.6978,0.8659,0.7482
17104,6038,293,0.6978,0.8846,0.7538
17104,6286,497,0.6978,0.8743,0.7507
17112,17114,5,0.7431,0.5612,0.6885
17112,20092,2,0.7431,0.5756,0.6929
17112,20093,1083,0.7431,0.527,0.6783
17112,23160,9,0.7431,0.546,0.684
17114,20092,7,0.7431,0.7678,0.7505
17114,20093,1088,0.7431,0.575,0.6927
17114,23160,4,0.7431,0.7954,0.7588
17132,5987,220,0.427,0.5945,0.4773
17227,19968,75,0.3915,0.6727,0.4759
17227,23163,39,0.3915,0.673,0.4759
17227,5018,295,0.3915,0.7058,0.4858
17227,5019,295,0.6309,0.7904,0.6788
17227,5180,253,0.3915,0.677,0.4772
17227,5315,38,0.3915,0.8186,0.5196
17227,5323,104,0.6309,0.7986,0.6812
17227,5328,101,0.6309,0.7153,0.6563
17227,5434,295,0.6309,0.7136,0.6557
17227,5444,295,0.3915,0.7319,0.4936
17227,5445,259,0.3915,0.7009,0.4843
17227,5452,295,0.6309,0.6548,0.6381
17227,5466,296,0.6309,0.7119,0.6552
17227,5472,252,0.6309,0.6853,0.6473
17227,5476,88,0.3915,0.7859,0.5098
17227,5477,28,0.3915,0.633,0.464
17227,5486,253,0.3915,0.6903,0.4812
17227,5519,296,0.3915,0.5916,0.4515
17227,5557,16,0.6309,0.7541,0.6679
17227,5591,104,0.6309,0.7172,0.6568
17231,3407,280,0.3851,0.6604,0.4677
17252,17287,10,0.4686,0.7665,0.5579
17252,21440,253,0.4686,0.6929,0.5359
17252,1266,327,0.4165,0.7263,0.5094
17259,17265,138,0.8897,0.716,0.8376
17265,8044,125,0.3991,0.7169,0.4944
17268,17275,35,0.2572,0.9346,0.4605
17268,17279,49,0.2572,0.9176,0.4553
17268,17282,1,0.6901,0.9269,0.7611
17268,19050,88,0.2572,0.9208,0.4563
17271,6494,92,0.3924,0.8408,0.5269
17275,17279,84,0.443,0.9303,0.5892
17275,19050,53,0.2572,0.9046,0.4514
17275,19052,253,0.3936,0.9119,0.5491
17279,18323,8,0.4205,0.7666,0.5243
17279,19044,260,0.4205,0.836,0.5451
17279,19050,137,0.4205,0.8763,0.5572
17279,19052,337,0.4205,0.8861,0.5602
17279,23173,8,0.4205,0.9054,0.5659
17287,21440,243,0.4686,0.8559,0.5848
17287,1266,317,0.4165,0.8898,0.5585
17306,17321,445,0.7,0.5467,0.654
17309,1758,258,0.4746,0.9079,0.6046
17334,17337,2,0.4847,0.5675,0.5096
17369,18334,524,0.5357,0.5302,0.5341
17369,19043,977,0.5357,0.5885,0.5515
17383,4505,2,0.7,0.6004,0.6701
17450,17634,302,0.4793,0.6103,0.5186
17450,6409,319,0.4717,0.4943,0.4785
17450,6427,60,0.4717,0.6714,0.5316
17450,6428,329,0.4717,0.5809,0.5045
17450,6446,115,0.4717,0.4933,0.4782
17450,6452,53,0.4717,0.4516,0.4657
17450,6456,139,0.4717,0.6214,0.5166
17450,6458,158,0.4717,0.5247,0.4876
17450,6466,194,0.6615,0.5926,0.6409
17478,20413,1,1.0,0.7044,0.9113
18021,1064,256,0.3356,0.8957,0.5036
18021,1065,321,0.3356,0.8179,0.4803
18021,1152,327,0.3356,0.9005,0.5051
18021,1157,272,0.3356,0.8969,0.504
18021,1159,229,0.3356,0.9068,0.507
18021,1173,81,0.3356,0.8067,0.4769
18021,1218,4,0.3356,0.9263,0.5128
18021,1233,348,0.3356,0.9045,0.5063
18021,1237,253,0.3356,0.8899,0.5019
18021,1653,350,0.3356,0.7868,0.4709
18021,1868,354,0.4594,0.7756,0.5543
18021,1870,356,0.4594,0.8091,0.5643
18021,2163,212,0.3356,0.7769,0.468
18021,2209,267,0.3356,0.858,0.4923
18023,1599,94,0.5,0.7918,0.5875
18023,1600,97,0.5,0.813,0.5939
18023,2086,211,0.5,0.8019,0.5906
18023,2197,223,0.5,0.923,0.6269
18028,1774,821,0.6123,0.811,0.6719
18028,1946,186,0.7339,0.893,0.7816
18036,18630,275,0.5,0.745,0.5735
18296,8036,23,0.2733,0.8868,0.4574
18323,19044,268,0.4205,0.713,0.5082
18323,19050,145,0.4205,0.7329,0.5142
18323,19052,345,0.4205,0.6998,0.5043
18410,2294,326,0.6482,0.7562,0.6806
18410,2308,541,0.6482,0.697,0.6628
18410,3107,542,0.5,0.7176,0.5653
18429,22341,6,0.5626,0.817,0.6389
18429,2951,344,0.4556,0.8263,0.5668
18429,2953,5,0.4556,0.7512,0.5442
18429,3081,8,0.4556,0.8829,0.5838
18429,3224,4,0.4556,0.8609,0.5771
18429,3249,9,0.4556,0.8042,0.5601
18429,6715,19,0.4556,0.8437,0.572
18429,6722,1,0.5626,0.8611,0.6522
18431,18447,331,0.2993,0.9136,0.4836
18431,19230,325,0.2993,0.9146,0.4839
18447,19230,6,0.2993,0.9388,0.4911
18498,5852,560,0.5,0.566,0.5198
18771,7711,3,0.3,0.8548,0.4664
18814,7116,185,0.4821,0.7373,0.5587
18828,6062,1,0.6804,0.9126,0.7501
18828,6123,114,0.4476,0.8818,0.5778
18828,6488,93,0.6804,0.8161,0.7211
18993,19005,1,0.4615,0.7185,0.5386
18993,19017,328,0.4615,0.8614,0.5815
18993,19019,28,0.4615,0.5683,0.4935
18998,19000,15,0.5541,0.8127,0.6317
18998,19002,7,0.3147,0.9083,0.4928
18998,19017,789,0.5541,0.8106,0.6311
19000,19002,8,0.4615,0.8719,0.5846
19000,19012,132,0.4615,0.7814,0.5575
19000,19017,804,0.701,0.7636,0.7198
19002,19012,140,0.4615,0.7933,0.5611
19005,19017,327,0.701,0.8105,0.7338
19005,19019,27,0.4615,0.5252,0.4806
19017,19019,300,0.4615,0.5376,0.4844
19018,6355,126,0.8,0.7935,0.7981
19018,6356,140,0.3,0.8038,0.4511
19021,6445,757,0.5637,0.8415,0.647
19021,6469,554,0.5637,0.7759,0.6274
19022,6073,1,0.6412,0.9909,0.7461
19043,19052,72,0.2996,0.9297,0.4886
19044,19050,123,0.4205,0.8257,0.542
19044,19052,77,0.4205,0.8156,0.539
19044,23164,972,0.5502,0.8056,0.6268
19044,23173,268,0.5502,0.8154,0.6298
19050,19052,200,0.4205,0.8476,0.5486
19050,23173,145,0.4205,0.9002,0.5644
19052,23173,345,0.4205,0.8364,0.5452
19126,7147,175,0.3,0.8255,0.4576
19150,2734,108,0.5178,0.6338,0.5526
19150,2764,868,0.5178,0.5512,0.5278
19150,2766,500,0.6791,0.5101,0.6284
19161,2745,196,0.604,0.6433,0.6158
19161,2753,848,0.604,0.5992,0.6025
19161,2756,40,0.604,0.7788,0.6564
19161,2825,9,0.604,0.5813,0.5972
19161,2851,294,0.4645,0.5726,0.4969
19211,7130,6,0.6728,0.8254,0.7186
19211,7141,6,0.6728,0.8411,0.7233
19212,7116,171,0.3476,0.8305,0.4925
19212,7130,6,0.7952,0.8578,0.814
19212,7141,6,0.7952,0.8498,0.8116
19225,19232,513,0.5608,0.5975,0.5718
19225,3061,285,0.5608,0.9484,0.6771
19225,3067,516,0.5608,0.9547,0.679
19232,3061,228,0.5608,0.6123,0.5763
19232,3067,3,0.6645,0.565,0.6346
19244,19248,345,0.427,0.7773,0.5321
19255,19265,286,0.3612,0.7761,0.4857
19384,3542,1,0.7603,0.9903,0.8293
19502,22318,2,0.4479,0.8847,0.5789
19502,22319,4,0.4656,0.8155,0.5706
19502,22320,3,0.4304,0.7551,0.5278
19502,22321,1,0.4656,0.9007,0.5962
19502,22344,2,0.4304,0.9121,0.575
19502,22353,8,0.4479,0.9068,0.5855
19502,22359,8,0.2656,0.9072,0.4581
19502,2932,348,0.2656,0.9166,0.4609
19502,3199,347,0.2656,0.8859,0.4517
19502,3207,1,0.2656,0.9389,0.4676
19502,3219,7,0.4304,0.8807,0.5655
19502,3223,17,0.2656,0.9095,0.4588
19502,3225,306,0.2656,0.8914,0.4534
19502,3227,9,0.2656,0.9385,0.4675
19502,3230,15,0.2656,0.907,0.458
19502,3246,350,0.2656,0.8901,0.453
19502,3248,2,0.2656,0.8986,0.4555
19502,3250,1,0.2656,0.9091,0.4587
19502,3253,347,0.2656,0.9013,0.4563
19502,3256,3,0.4479,0.8945,0.5819
19502,3257,4,0.2656,0.9048,0.4574
19502,3260,334,0.2656,0.8867,0.452
19502,3266,1,0.4304,0.8765,0.5643
19502,3275,1,0.2656,0.8971,0.4551
19502,3277,12,0.2656,0.8868,0.452
19502,3278,347,0.2656,0.9111,0.4593
19502,3284,348,0.2656,0.9053,0.4575
19502,6719,7,0.4479,0.8988,0.5832
19502,6721,12,0.2656,0.8861,0.4518
19502,6727,2,0.2656,0.8975,0.4552
19502,6739,5,0.4304,0.8466,0.5553
19502,6740,1,0.2656,0.9088,0.4586
19502,6743,3,0.4304,0.8929,0.5692
19502,7235,347,0.2656,0.8956,0.4546
19507,2636,172,0.5951,0.6221,0.6032
19507,2751,808,0.5951,0.7257,0.6343
19507,2759,364,0.5951,0.6842,0.6218
19507,2760,1030,0.5951,0.6911,0.6239
19511,2307,263,0.5,0.7088,0.5626
19511,2763,165,0.6395,0.8493,0.7024
19548,19565,343,0.3,0.8494,0.4648
19616,6656,566,0.6613,0.8328,0.7127
19914,19915,1,0.3,0.8087,0.4526
19968,23163,36,0.6915,0.9318,0.7636
19968,5018,370,0.5394,0.7494,0.6024
19968,5019,370,0.5394,0.7257,0.5953
19968,5180,328,0.3915,0.8684,0.5346
19968,5315,37,0.3915,0.76,0.5021
19968,5323,29,0.3915,0.608,0.4565
19968,5445,334,0.3915,0.8826,0.5388
19968,5452,370,0.5394,0.5236,0.5347
19968,5466,371,0.5394,0.6726,0.5794
19968,5472,327,0.3915,0.6838,0.4792
19968,5476,163,0.3915,0.676,0.4769
19968,5477,47,0.3915,0.8679,0.5344
19968,5486,328,0.3915,0.8337,0.5242
19968,5557,59,0.3915,0.7655,0.5037
20092,20093,1081,0.7431,0.6373,0.7114
20092,23160,11,0.9431,0.6926,0.868
20093,23160,1092,0.7431,0.5662,0.69
20212,4370,14,0.7,0.674,0.6922
20213,4391,62,1.0,0.8436,0.9531
20236,20239,503,0.7944,0.6363,0.747
20236,4415,41,0.3606,0.7405,0.4746
20236,4423,504,0.5302,0.6529,0.567
20236,4426,575,0.7944,0.6004,0.7362
20236,4433,501,0.7944,0.6591,0.7538
20236,4437,503,0.698,0.5447,0.6521
20236,4451,558,0.7944,0.6138,0.7402
20236,4456,500,0.5302,0.6515,0.5666
20239,4423,1,0.5302,0.9656,0.6608
20239,4426,72,0.7944,0.9256,0.8338
20239,4433,2,0.7944,0.9551,0.8426
20239,4446,69,0.4338,0.9259,0.5814
20239,4451,55,0.7944,0.8256,0.8037
20239,4456,3,0.5302,0.9664,0.661
20500,20508,4,0.4733,0.9335,0.6114
21280,21285,329,0.4917,0.9276,0.6225
21285,4229,329,0.2917,0.9693,0.495
21285,4507,120,0.2917,0.9538,0.4903
21440,1266,74,0.4165,0.8295,0.5404
22182,22185,69,0.5,0.8861,0.6158
22182,22190,720,0.5,0.8472,0.6042
22182,6229,43,0.5,0.9422,0.6327
22183,22194,467,0.6312,0.9178,0.7172
22183,22216,470,0.6312,0.9095,0.7147
22183,22240,1,0.9388,0.9663,0.9471
22185,22190,651,0.7472,0.7778,0.7564
22185,6229,112,0.7472,0.8729,0.7849
22187,22223,531,0.6504,0.8707,0.7165
22187,22224,268,0.6504,0.785,0.6908
22187,22230,755,0.6504,0.703,0.6662
22187,22231,160,0.4032,0.8653,0.5418
22187,22237,224,0.4032,0.8379,0.5336
22187,22244,248,0.4032,0.8034,0.5232
22187,22246,196,0.6504,0.8687,0.7159
22190,6229,763,0.7472,0.7932,0.761
22191,6196,158,0.4686,0.831,0.5773
22194,22199,4,0.4746,0.8436,0.5853
22194,22214,3,0.4746,0.787,0.5683
22194,22216,3,0.6312,0.9034,0.7128
22194,22240,466,0.6312,0.904,0.713
22199,22214,1,0.4746,0.8239,0.5794
22199,22216,1,0.4746,0.8514,0.5876
22210,22214,7,0.3,0.8144,0.4543
22210,22216,7,0.4566,0.8777,0.5829
22210,22219,206,0.5598,0.878,0.6552
22216,22240,469,0.6312,0.8945,0.7102
22217,22223,10,0.4032,0.844,0.5354
22217,22224,273,0.4032,0.8254,0.5298
22217,22226,938,0.6717,0.8733,0.7322
22217,22227,957,0.8717,0.8271,0.8583
22217,22230,214,0.4032,0.9273,0.5604
22217,22244,293,0.4032,0.7415,0.5046
22217,22246,345,0.4032,0.8443,0.5355
22219,22226,966,0.5598,0.8565,0.6488
22219,22227,947,0.5598,0.8832,0.6568
22221,22225,78,0.7472,0.7855,0.7587
22221,22235,850,0.5,0.8836,0.6151
22223,22224,263,0.6504,0.853,0.7112
22223,22226,948,0.5598,0.8238,0.639
22223,22227,967,0.5598,0.9068,0.6639
22223,22230,224,0.6504,0.7959,0.694
22223,22234,834,0.6504,0.8757,0.718
22223,22244,283,0.4032,0.8113,0.5256
22223,22246,335,0.807,0.8656,0.8246
22224,22230,487,0.6504,0.7826,0.6901
22224,22231,108,0.6032,0.779,0.6559
22224,22244,20,0.4032,0.7995,0.5221
22224,22246,72,0.6504,0.8391,0.707
22225,22235,928,0.5,0.759,0.5777
22226,22227,19,0.8283,0.8424,0.8325
22226,22234,114,0.4032,0.8068,0.5243
22227,22234,133,0.4032,0.8363,0.5331
22227,22235,268,0.2686,0.9241,0.4652
22230,22234,610,0.6504,0.8723,0.717
22230,22246,559,0.6504,0.7829,0.6902
22231,22237,384,0.6674,0.8439,0.7203
22231,22244,88,0.4032,0.7558,0.5089
22231,22246,36,0.4032,0.8013,0.5226
22232,22244,3,0.3,0.8637,0.4691
22242,22247,184,0.4032,0.8324,0.5319
22244,22246,52,0.4032,0.9016,0.5527
22266,22309,42,0.5209,0.923,0.6415
22266,22311,42,0.5209,0.875,0.6271
22266,22319,40,0.4138,0.8468,0.5437
22266,22334,44,0.2553,0.924,0.4559
22266,22339,39,0.3727,0.7696,0.4918
22266,22344,42,0.5209,0.8306,0.6138
22266,22346,32,0.2553,0.9049,0.4502
22266,22353,36,0.3727,0.8661,0.5207
22266,22359,36,0.4138,0.851,0.545
22266,22360,43,0.5209,0.8654,0.6243
22266,2932,304,0.4138,0.7418,0.5122
22266,2957,34,0.4138,0.742,0.5123
22266,3197,42,0.5209,0.7858,0.6004
22266,3199,303,0.5209,0.8574,0.6219
22266,3203,303,0.5209,0.7961,0.6035
22266,3207,45,0.4138,0.7907,0.5269
22266,3210,303,0.4138,0.6615,0.4881
22266,3211,647,0.5209,0.8509,0.6199
22266,3219,37,0.5209,0.832,0.6142
22266,3221,303,0.4138,0.7721,0.5213
22266,3225,262,0.4138,0.8149,0.5341
22266,3227,35,0.4138,0.7982,0.5291
22266,3229,460,0.5209,0.8776,0.6279
22266,3230,29,0.4138,0.7951,0.5282
22266,3232,44,0.5209,0.8564,0.6215
22266,3233,40,0.4138,0.8311,0.539
22266,3234,217,0.4138,0.8356,0.5404
22266,3236,262,0.4138,0.7736,0.5218
22266,3240,669,0.5209,0.9324,0.6443
22266,3241,428,0.5209,0.8649,0.6241
22266,3242,78,0.4138,0.7336,0.5098
22266,3244,302,0.4138,0.9225,0.5664
22266,3245,44,0.5209,0.7857,0.6003
22266,3246,306,0.5209,0.8444,0.6179
22266,3247,293,0.4138,0.8183,0.5352
22266,3248,42,0.4138,0.8494,0.5445
22266,3250,45,0.4138,0.8556,0.5463
22266,3253,303,0.4138,0.8695,0.5505
22266,3255,44,0.4138,0.9059,0.5614
22266,3257,40,0.5209,0.8458,0.6184
22266,3259,8,0.4138,0.8059,0.5314
22266,3260,290,0.5209,0.9019,0.6352
22266,3262,724,0.5209,0.8493,0.6194
22266,3265,303,0.3727,0.7583,0.4884
22266,3266,45,0.5209,0.9097,0.6375
22266,3271,42,0.4138,0.7669,0.5197
22266,3272,27,0.4138,0.7924,0.5274
22266,3273,219,0.4138,0.7184,0.5052
22266,3274,43,0.4138,0.7144,0.504
22266,3275,45,0.5209,0.893,0.6325
22266,3277,32,0.5209,0.8648,0.6241
22266,3278,303,0.4138,0.8399,0.5417
22266,3279,44,0.4138,0.8346,0.5401
22266,3281,42,0.5209,0.8611,0.623
22266,3282,9,0.4138,0.7813,0.5241
22266,3283,218,0.5209,0.7527,0.5904
22266,3284,304,0.5209,0.8827,0.6294
22266,6723,16,0.5209,0.7836,0.5997
22266,6724,303,0.5209,0.6778,0.568
22266,6727,42,0.5209,0.792,0.6022
22266,6732,1022,0.5209,0.8337,0.6147
22266,6735,420,0.5209,0.8802,0.6287
22266,6736,45,0.5209,0.887,0.6307
22266,6737,45,0.5209,0.855,0.6211
22266,6739,39,0.5209,0.8658,0.6244
22266,6742,45,0.5209,0.7762,0.5975
22266,6743,41,0.4138,0.8901,0.5567
22266,6746,303,0.4138,0.8515,0.5451
22266,7224,42,0.4138,0.8068,0.5317
22266,7227,1014,0.5209,0.8696,0.6255
22266,7229,350,0.5209,0.8364,0.6155
22266,7232,3,0.5209,0.925,0.6421
22266,7233,121,0.4138,0.8063,0.5316
22266,7234,8,0.4138,0.7938,0.5278
22266,7235,303,0.3727,0.7576,0.4882
22266,7236,763,0.5209,0.8132,0.6086
22266,7237,262,0.5209,0.8679,0.625
22309,22319,2,0.4138,0.8814,0.5541
22309,22321,1,0.2656,0.8806,0.4501
22309,22334,2,0.2553,0.9495,0.4636
22309,22339,3,0.3727,0.8418,0.5134
22309,22346,10,0.2553,0.9401,0.4607
22309,22353,6,0.3727,0.9236,0.538
22309,22359,6,0.6138,0.9076,0.7019
22309,22360,1,0.5209,0.9032,0.6356
22309,2932,346,0.4138,0.8179,0.535
22309,2957,8,0.4138,0.805,0.5312
22309,2976,347,0.2656,0.8875,0.4522
22309,3199,345,0.5209,0.9021,0.6352
22309,3203,345,0.5209,0.8256,0.6123
22309,3207,3,0.4138,0.8583,0.5472
22309,3210,345,0.4138,0.748,0.5141
22309,3211,689,0.5209,0.8539,0.6208
22309,3219,5,0.5209,0.8877,0.6309
22309,3221,345,0.4138,0.827,0.5378
22309,3223,15,0.2656,0.8992,0.4557
22309,3225,304,0.4138,0.8662,0.5495
22309,3227,7,0.4138,0.8602,0.5477
22309,3229,502,0.5209,0.886,0.6304
22309,3230,13,0.4138,0.867,0.5498
22309,3232,2,0.5209,0.9093,0.6374
22309,3233,2,0.4138,0.9028,0.5605
22309,3234,259,0.4138,0.8857,0.5554
22309,3236,304,0.4138,0.8137,0.5338
22309,3240,711,0.5209,0.928,0.643
22309,3241,470,0.5209,0.885,0.6301
22309,3242,120,0.4138,0.7956,0.5283
22309,3244,344,0.4138,0.928,0.5681
22309,3245,2,0.5209,0.8751,0.6272
22309,3246,348,0.5209,0.8991,0.6344
22309,3247,335,0.4138,0.8786,0.5533
22309,3250,3,0.4138,0.9105,0.5628
22309,3253,345,0.4138,0.9184,0.5652
22309,3255,2,0.4138,0.9376,0.5709
22309,3257,2,0.5209,0.9051,0.6362
22309,3259,50,0.4138,0.8154,0.5343
22309,3260,332,0.5209,0.9269,0.6427
22309,3262,766,0.5209,0.8758,0.6274
22309,3265,345,0.3727,0.8336,0.511
22309,3266,3,0.5209,0.9553,0.6512
22309,3272,15,0.4138,0.8492,0.5444
22309,3273,261,0.4138,0.7668,0.5197
22309,3274,1,0.4138,0.7906,0.5269
22309,3275,3,0.5209,0.9491,0.6493
22309,3277,10,0.5209,0.916,0.6394
22309,3278,345,0.4138,0.9003,0.5598
22309,3279,2,0.4138,0.8993,0.5595
22309,3282,51,0.4138,0.8224,0.5364
22309,3283,260,0.5209,0.7903,0.6017
22309,3284,346,0.5209,0.9217,0.6411
22309,6723,26,0.5209,0.8593,0.6224
22309,6724,345,0.5209,0.7452,0.5882
22309,6732,980,0.5209,0.908,0.637
22309,6735,462,0.5209,0.9063,0.6365
22309,6736,3,0.5209,0.9342,0.6449
