doc_i,doc_j,w,s_ref,s_emb,dias,largo,grado_i,grado_j,triangulos,embeddedness,edge_betweenness,puente,articulacion_adyacente,ref_objeto,ref_territorio,ref_actor,idf_max_ref_compartido
1573,1938,0.7551,0.6815,0.9269,39,False,9,10,8,0.8889,0.000835,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,consejo de pueblos atacamenos,0.8952
1573,1951,0.8036,0.7599,0.9055,35,False,9,9,8,1.0,7e-05,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,"codelco y sqm, gobierno de chile;consejo de pueblos atacamenos",1.0
1576,1691,0.5314,0.4121,0.8098,188,False,18,19,14,0.6667,0.023536,False,False,acuerdo codelco-sqm,,,0.8241
1576,1704,0.5556,0.4121,0.8905,344,False,18,16,10,0.4545,0.01232,False,False,acuerdo codelco-sqm,,,0.8241
1576,1859,0.5535,0.4121,0.8834,309,False,18,22,14,0.5833,0.015028,False,False,acuerdo codelco-sqm,,,0.8241
1576,1872,0.5622,0.4121,0.9126,317,False,18,15,14,0.8235,0.002667,False,False,acuerdo codelco-sqm,,,0.8241
1576,1881,0.5423,0.4121,0.8463,344,False,18,14,10,0.5,0.007771,False,False,acuerdo codelco-sqm,,,0.8241
1576,1887,0.5453,0.4121,0.8562,344,False,18,17,10,0.4348,0.015536,False,False,acuerdo codelco-sqm,,,0.8241
1576,1889,0.5618,0.4121,0.9113,344,False,18,17,10,0.4348,0.015536,False,False,acuerdo codelco-sqm,,,0.8241
1576,1890,0.5447,0.4121,0.8543,341,False,18,14,13,0.7647,0.002674,False,False,acuerdo codelco-sqm,,,0.8241
1576,1892,0.517,0.4121,0.762,235,False,18,14,13,0.7647,0.002674,False,False,acuerdo codelco-sqm,,,0.8241
1576,1895,0.5463,0.4121,0.8594,172,False,18,14,13,0.7647,0.002674,False,False,acuerdo codelco-sqm,,,0.8241
1576,1902,0.5394,0.4121,0.8366,348,False,18,14,13,0.7647,0.002674,False,False,acuerdo codelco-sqm,,,0.8241
1576,1905,0.5401,0.4121,0.8388,344,False,18,11,10,0.5882,0.002944,False,False,acuerdo codelco-sqm,,,0.8241
1576,2209,0.4901,0.3511,0.8144,273,False,18,28,2,0.0476,0.071286,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1580,1691,0.4633,0.3068,0.8284,224,False,3,19,2,0.1111,0.006054,False,False,,salar de atacama,comunidad atacamena de coyo,0.9724
1580,1906,0.4755,0.3068,0.8691,223,False,3,6,2,0.4,0.000278,False,True,,salar de atacama,comunidad atacamena de coyo,0.9724
1618,1934,0.5013,0.3123,0.9422,13,False,3,6,2,0.4,0.001733,False,False,,salar de atacama,consejo de pueblos atacamenos;sqm y codelco,0.9724
1653,1852,0.5646,0.4479,0.8369,40,False,23,24,15,0.5,0.003318,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1868,0.5902,0.4479,0.9221,4,False,23,27,21,0.7778,0.002497,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1870,0.5847,0.4479,0.9039,6,False,23,23,21,0.913,0.000112,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1909,0.5461,0.4479,0.7751,42,False,23,23,14,0.4667,0.000366,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1910,0.5425,0.4479,0.7632,42,False,23,23,14,0.4667,0.000366,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1911,0.5398,0.4479,0.7541,42,False,23,23,14,0.4667,0.000366,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1912,0.4565,0.3356,0.7386,42,False,23,15,14,0.6364,0.000156,False,False,estrategia nacional del litio,,,0.6712
1653,1913,0.5444,0.4479,0.7694,42,False,23,23,14,0.4667,0.000366,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1653,1915,0.4575,0.3356,0.7421,42,False,23,16,14,0.6087,0.000151,False,False,estrategia nacional del litio,,,0.6712
1653,2163,0.4654,0.3356,0.7683,138,False,23,24,21,0.875,0.000119,False,False,estrategia nacional del litio,,,0.6712
1656,1661,0.6195,0.5345,0.8178,6,False,12,12,11,1.0,7e-05,False,False,salar futuro,salar de atacama,,0.8443
1656,1669,0.6201,0.5345,0.82,7,False,12,12,10,0.8333,0.001724,False,False,salar futuro,salar de atacama,,0.8443
1656,1732,0.6312,0.5345,0.8568,616,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1656,1840,0.6179,0.5345,0.8124,106,False,12,12,11,1.0,7e-05,False,False,salar futuro,salar de atacama,,0.8443
1656,1860,0.6372,0.5345,0.8768,7,False,12,13,10,0.7692,0.00206,False,False,salar futuro,salar de atacama,,0.8443
1656,1917,0.5945,0.5345,0.7343,640,True,12,12,10,0.8333,0.000131,False,False,salar futuro,salar de atacama,,0.8443
1656,1923,0.6039,0.5345,0.7657,640,True,12,13,10,0.7692,0.001048,False,False,salar futuro,salar de atacama,,0.8443
1656,1926,0.6084,0.5345,0.7808,641,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1661,1669,0.6604,0.5345,0.9541,1,False,12,12,10,0.8333,0.001724,False,False,salar futuro,salar de atacama,,0.8443
1661,1732,0.6432,0.5345,0.897,610,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1661,1840,0.6335,0.5345,0.8644,112,False,12,12,11,1.0,7e-05,False,False,salar futuro,salar de atacama,,0.8443
1661,1860,0.7612,0.6993,0.9056,1,False,12,13,10,0.7692,0.00206,False,False,salar futuro,salar de atacama,corfo,0.8443
1661,1917,0.6195,0.5345,0.8178,634,True,12,12,10,0.8333,0.000131,False,False,salar futuro,salar de atacama,,0.8443
1661,1923,0.6311,0.5345,0.8566,634,True,12,13,10,0.7692,0.001048,False,False,salar futuro,salar de atacama,,0.8443
1661,1926,0.6223,0.5345,0.827,635,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1669,1732,0.6478,0.5345,0.9122,609,True,12,12,9,0.6923,0.002016,False,False,salar futuro,salar de atacama,,0.8443
1669,1840,0.646,0.5345,0.9063,113,False,12,12,10,0.8333,0.001724,False,False,salar futuro,salar de atacama,,0.8443
1669,1917,0.6181,0.5345,0.8133,633,True,12,12,9,0.6923,0.00206,False,False,salar futuro,salar de atacama,,0.8443
1669,1923,0.632,0.5345,0.8596,633,True,12,13,9,0.6429,0.004137,False,False,salar futuro,salar de atacama,,0.8443
1669,1926,0.6312,0.5345,0.857,634,True,12,12,9,0.6923,0.002016,False,False,salar futuro,salar de atacama,,0.8443
1671,1945,0.6609,0.6123,0.7743,600,True,2,4,1,0.3333,0.011695,False,True,explotacion de litio en salar de atacama,salar de atacama,,1.0
1678,1906,0.6313,0.6123,0.6757,17,False,2,6,1,0.2,0.011695,False,True,acuerdo sqm-codelco,salar de atacama,,1.0
1690,1852,0.4684,0.3068,0.8455,94,False,4,24,3,0.1304,0.006551,False,False,,salar de atacama,tianqi,0.9724
1690,1859,0.488,0.3068,0.9106,19,False,4,22,3,0.1429,0.005074,False,False,,salar de atacama,tianqi,0.9724
1690,1861,0.4856,0.3068,0.9027,93,False,4,4,3,1.0,7e-05,False,False,,salar de atacama,tianqi,0.9724
1690,1885,0.5001,0.3123,0.9381,16,False,4,4,3,1.0,7e-05,False,False,,salar de atacama,comision para el mercado financiero;tianqi,1.0
1691,1704,0.5999,0.5244,0.7762,156,False,19,16,11,0.5,0.003998,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1859,0.5951,0.5244,0.7602,121,False,19,22,14,0.56,0.006971,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1860,0.4544,0.2772,0.8679,68,False,19,13,1,0.0345,0.024986,False,False,,salar de atacama,corfo,0.8241
1691,1872,0.5853,0.5244,0.7274,129,False,19,15,14,0.7778,0.000753,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1881,0.624,0.5244,0.8565,156,False,19,14,10,0.4762,0.003357,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1887,0.5834,0.5244,0.7209,156,False,19,17,11,0.4783,0.005651,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1889,0.6012,0.5244,0.7802,156,False,19,17,11,0.4783,0.005651,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1890,0.5392,0.4121,0.8358,153,False,19,14,13,0.7222,0.00076,False,False,acuerdo codelco-sqm,,,0.8241
1691,1892,0.4937,0.4121,0.6843,47,False,19,14,13,0.7222,0.00076,False,False,acuerdo codelco-sqm,,,0.8241
1691,1895,0.5195,0.4121,0.7701,16,False,19,14,13,0.7222,0.00076,False,False,acuerdo codelco-sqm,,,0.8241
1691,1902,0.528,0.4121,0.7984,160,False,19,14,13,0.7222,0.00076,False,False,acuerdo codelco-sqm,,,0.8241
1691,1903,0.4559,0.2772,0.8731,147,False,19,10,4,0.1739,0.005244,False,False,,salar de atacama,corfo,0.8241
1691,1905,0.5976,0.5244,0.7685,156,False,19,11,10,0.5556,0.000997,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1691,1906,0.4686,0.3068,0.8459,1,False,19,6,2,0.0952,0.024215,False,True,,salar de atacama,comunidad atacamena de coyo,0.9724
1704,1859,0.6357,0.5244,0.8952,35,False,16,22,11,0.44,0.001141,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1704,1868,0.4867,0.3123,0.8937,4,False,16,27,2,0.0513,0.009683,False,False,,salar de atacama,codelco-sqm,1.0
1704,1871,0.4915,0.3123,0.9097,16,False,16,12,4,0.1818,0.005333,False,False,,salar de atacama,codelco-sqm;contraloria general de la republica,1.0
1704,1872,0.6286,0.5244,0.8717,27,False,16,15,10,0.5263,0.001218,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1704,1874,0.4715,0.2885,0.8984,1,False,16,17,4,0.1481,0.009388,False,False,,salar de atacama,contraloria general de la republica,0.8808
1704,1888,0.4903,0.3123,0.9054,39,False,16,10,3,0.1429,0.008507,False,False,,salar de atacama,codelco-sqm,1.0
1704,1890,0.5317,0.4121,0.8109,3,False,16,14,9,0.4737,0.001225,False,False,acuerdo codelco-sqm,,,0.8241
1704,1892,0.5113,0.4121,0.7427,109,False,16,14,9,0.4737,0.001225,False,False,acuerdo codelco-sqm,,,0.8241
1704,1895,0.5448,0.4121,0.8546,172,False,16,14,9,0.4737,0.001225,False,False,acuerdo codelco-sqm,,,0.8241
1704,1902,0.5426,0.4121,0.8473,4,False,16,14,9,0.4737,0.001225,False,False,acuerdo codelco-sqm,,,0.8241
1704,1903,0.4754,0.2885,0.9114,9,False,16,10,3,0.1429,0.0026,False,False,,salar de atacama,contraloria general de la republica,0.8808
1725,1934,0.6773,0.6123,0.8289,1,False,4,6,1,0.1429,0.008445,False,False,proyecto salar futuro,salar de atacama,,1.0
1725,1949,0.855,0.8123,0.9545,1,False,4,2,1,0.3333,0.001634,False,False,proyecto salar futuro,salar de atacama,"asociacion consejo de pueblos atacamenos;codelco, sqm, proyecto salar futuro",1.0
1725,1970,0.7107,0.6123,0.9403,1,False,4,5,1,0.1667,0.003823,False,False,proyecto salar futuro,salar de atacama,,1.0
1732,1761,0.6596,0.5345,0.9515,494,True,12,6,4,0.3333,0.001614,False,False,salar futuro,salar de atacama,,0.8443
1732,1840,0.6431,0.5345,0.8965,722,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1732,1860,0.6429,0.5345,0.8957,609,True,12,13,9,0.6429,0.002373,False,False,salar futuro,salar de atacama,,0.8443
1732,1917,0.6081,0.5345,0.7798,24,False,12,12,10,0.8333,0.000125,False,False,salar futuro,salar de atacama,,0.8443
1732,1923,0.6223,0.5345,0.8272,24,False,12,13,10,0.7692,0.001042,False,False,salar futuro,salar de atacama,,0.8443
1732,1926,0.621,0.5345,0.8228,25,False,12,12,10,0.8333,8.1e-05,False,False,salar futuro,salar de atacama,,0.8443
1761,1917,0.5971,0.5345,0.7431,470,True,6,12,4,0.3333,0.001658,False,False,salar futuro,salar de atacama,,0.8443
1761,1923,0.6095,0.5345,0.7846,470,True,6,13,4,0.3077,0.003776,False,False,salar futuro,salar de atacama,,0.8443
1761,1926,0.6058,0.5345,0.7721,469,True,6,12,4,0.3333,0.001614,False,False,salar futuro,salar de atacama,,0.8443
1773,1774,0.4646,0.2553,0.9529,8,False,7,9,4,0.4,0.001189,False,True,,salar de atacama,albemarle,0.7147
1773,1789,0.4644,0.2553,0.9523,325,False,7,8,5,0.625,0.021557,False,True,,salar de atacama,albemarle,0.7147
1774,1789,0.4609,0.2553,0.9405,317,False,9,8,4,0.3636,0.004299,False,False,,salar de atacama,albemarle,0.7147
1774,1946,0.6851,0.6123,0.855,635,True,9,6,3,0.3,0.005424,False,True,salar de atacama,salar de atacama,,1.0
1840,1860,0.6391,0.5345,0.883,113,False,12,13,10,0.7692,0.00206,False,False,salar futuro,salar de atacama,,0.8443
1840,1917,0.6004,0.5345,0.7542,746,True,12,12,10,0.8333,0.000131,False,False,salar futuro,salar de atacama,,0.8443
1840,1923,0.613,0.5345,0.7961,746,True,12,13,10,0.7692,0.001048,False,False,salar futuro,salar de atacama,,0.8443
1840,1926,0.6195,0.5345,0.8178,747,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1843,1893,0.6577,0.5599,0.8856,155,False,8,15,7,0.5,0.009087,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1843,1899,0.6528,0.5599,0.8693,171,False,8,10,7,0.7778,0.00017,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1843,1904,0.6456,0.5599,0.8456,53,False,8,9,7,0.875,0.000101,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1843,1938,0.628,0.5599,0.7869,710,True,8,10,7,0.7778,0.000866,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1843,1951,0.6263,0.5599,0.7812,706,True,8,9,7,0.875,0.000101,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1846,1871,0.4829,0.2885,0.9365,16,False,11,12,2,0.1053,0.013434,False,False,,salar de atacama,contraloria general de la republica,0.8808
1846,1874,0.477,0.2885,0.9168,1,False,11,17,3,0.1304,0.024369,False,False,,salar de atacama,contraloria general de la republica,0.8808
1846,1893,0.6733,0.5599,0.9378,155,False,11,15,8,0.5,0.002466,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1846,1899,0.6597,0.5599,0.8923,171,False,11,10,7,0.5833,0.004115,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1846,1903,0.4718,0.2885,0.8994,9,False,11,10,2,0.1176,0.010935,False,False,,salar de atacama,contraloria general de la republica,0.8808
1846,1904,0.6485,0.5599,0.8551,53,False,11,9,7,0.6364,0.002073,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1846,1938,0.6245,0.5599,0.7753,710,True,11,10,7,0.5833,0.024536,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1846,1951,0.6215,0.5599,0.7653,706,True,11,9,7,0.6364,0.002073,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1852,1859,0.4743,0.3123,0.8521,75,False,24,22,8,0.2222,0.005454,False,False,,salar de atacama,acuerdo codelco-sqm;tianqi,0.9724
1852,1861,0.493,0.3068,0.9273,1,False,24,4,3,0.1304,0.006551,False,False,,salar de atacama,tianqi,0.9724
1852,1868,0.5671,0.4479,0.8453,36,False,24,27,15,0.4412,0.002141,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1852,1870,0.5663,0.4479,0.8424,34,False,24,23,15,0.5,0.00391,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1852,1874,0.4629,0.2834,0.8817,39,False,24,17,4,0.1143,0.050832,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1852,1885,0.4871,0.3068,0.9078,78,False,24,4,3,0.1304,0.006551,False,False,,salar de atacama,tianqi,0.9724
1852,1887,0.4513,0.2834,0.8428,40,False,24,17,4,0.1143,0.005351,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1852,1889,0.4617,0.2834,0.8775,40,False,24,17,4,0.1143,0.005351,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1852,1893,0.46,0.2834,0.8721,195,False,24,15,5,0.1562,0.046078,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1852,1909,0.5295,0.4479,0.7198,2,False,24,23,12,0.3636,0.009624,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1852,1910,0.523,0.4479,0.6981,2,False,24,23,12,0.3636,0.009624,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1852,1911,0.5209,0.4479,0.6913,2,False,24,23,12,0.3636,0.009624,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1852,1913,0.5258,0.4479,0.7074,2,False,24,23,12,0.3636,0.009624,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1859,1861,0.4733,0.3068,0.8616,74,False,22,4,3,0.1429,0.005074,False,False,,salar de atacama,tianqi,0.9724
1859,1872,0.6195,0.5244,0.8414,8,False,22,15,14,0.6667,0.001711,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1859,1874,0.4582,0.2834,0.8661,36,False,22,17,5,0.1562,0.015881,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1859,1881,0.6231,0.5244,0.8535,35,False,22,14,10,0.4167,0.001672,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1859,1885,0.4816,0.3068,0.8895,3,False,22,4,3,0.1429,0.005074,False,False,,salar de atacama,tianqi,0.9724
1859,1887,0.7609,0.6955,0.9134,35,False,22,17,14,0.6087,0.000454,False,False,acuerdo codelco-sqm,salar de atacama,acuerdo codelco-sqm,0.8555
1859,1889,0.7693,0.6955,0.9415,35,False,22,17,14,0.6087,0.000454,False,False,acuerdo codelco-sqm,salar de atacama,acuerdo codelco-sqm,0.8555
1859,1890,0.6471,0.5832,0.7961,32,False,22,14,13,0.619,0.001717,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1859,1892,0.638,0.5832,0.7659,74,False,22,14,13,0.619,0.001717,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1859,1893,0.4772,0.2834,0.9293,120,False,22,15,5,0.1667,0.021745,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1859,1895,0.6623,0.5832,0.8471,137,False,22,14,13,0.619,0.001717,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1859,1902,0.6602,0.5832,0.8398,39,False,22,14,13,0.619,0.001717,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1859,1905,0.6115,0.5244,0.8149,35,False,22,11,10,0.4762,0.005951,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1860,1903,0.4748,0.2772,0.9361,79,False,13,10,2,0.1053,0.007023,False,False,,salar de atacama,corfo,0.8241
1860,1917,0.6126,0.5345,0.795,633,True,13,12,9,0.6429,0.002463,False,False,salar futuro,salar de atacama,,0.8443
1860,1923,0.6252,0.5345,0.8369,633,True,13,13,9,0.6,0.004079,False,False,salar futuro,salar de atacama,,0.8443
1860,1926,0.6231,0.5345,0.83,634,True,13,12,9,0.6429,0.002373,False,False,salar futuro,salar de atacama,,0.8443
1861,1885,0.503,0.3068,0.9608,77,False,4,4,3,1.0,7e-05,False,False,,salar de atacama,tianqi,0.9724
1862,1899,0.4694,0.3123,0.8358,132,False,1,10,0,0.0,0.011765,True,True,,salar de atacama,"codelco, sqm",1.0
1868,1870,0.6718,0.5718,0.9052,2,False,27,23,22,0.8462,0.002363,False,False,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1868,1871,0.4999,0.3123,0.9377,20,False,27,12,3,0.0882,0.062651,False,False,,salar de atacama,codelco-sqm,1.0
1868,1881,0.473,0.3123,0.848,4,False,27,14,2,0.0541,0.008829,False,False,,salar de atacama,codelco-sqm,1.0
1868,1888,0.4914,0.3123,0.9091,43,False,27,10,3,0.0938,0.063711,False,False,,salar de atacama,codelco-sqm,1.0
1868,1909,0.5453,0.4479,0.7724,38,False,27,23,14,0.4118,0.005366,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1868,1910,0.63,0.5718,0.7657,38,False,27,23,14,0.4118,0.005366,False,False,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1868,1911,0.6226,0.5718,0.7411,38,False,27,23,14,0.4118,0.005366,False,False,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1868,1912,0.4658,0.3356,0.7697,38,False,27,15,13,0.4815,0.004159,False,False,estrategia nacional del litio,,,0.6712
1868,1913,0.5454,0.4479,0.7729,38,False,27,23,14,0.4118,0.005366,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1868,1915,0.4612,0.3356,0.7542,38,False,27,16,13,0.4643,0.004342,False,False,estrategia nacional del litio,,,0.6712
1868,2163,0.4512,0.3356,0.7211,142,False,27,24,20,0.6897,0.00445,False,False,estrategia nacional del litio,,,0.6712
1870,1909,0.5455,0.4479,0.7732,36,False,23,23,14,0.4667,0.000214,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1870,1910,0.6377,0.5718,0.7916,36,False,23,23,14,0.4667,0.000214,False,False,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1870,1911,0.6269,0.5718,0.7555,36,False,23,23,14,0.4667,0.000214,False,False,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1870,1912,0.4663,0.3356,0.7712,36,False,23,15,13,0.5652,0.000332,False,False,estrategia nacional del litio,,,0.6712
1870,1913,0.5484,0.4479,0.783,36,False,23,23,14,0.4667,0.000214,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1870,1915,0.4684,0.3356,0.7782,36,False,23,16,13,0.5417,0.000195,False,False,estrategia nacional del litio,,,0.6712
1870,2163,0.4652,0.3356,0.7678,144,False,23,24,20,0.8,0.000133,False,False,estrategia nacional del litio,,,0.6712
1871,1874,0.4678,0.2885,0.8862,17,False,12,17,8,0.4211,0.001628,False,False,,salar de atacama,contraloria general de la republica,0.8808
1871,1881,0.4798,0.3123,0.8707,16,False,12,14,2,0.0909,0.006148,False,False,,salar de atacama,codelco-sqm,1.0
1871,1887,0.4789,0.2885,0.9233,16,False,12,17,2,0.08,0.005899,False,False,,salar de atacama,contraloria general de la republica,0.8808
1871,1888,0.4938,0.3123,0.9171,23,False,12,10,4,0.25,0.00219,False,False,,salar de atacama,codelco-sqm,1.0
1871,1889,0.4864,0.2885,0.9483,16,False,12,17,2,0.08,0.005899,False,False,,salar de atacama,contraloria general de la republica,0.8808
1871,1900,0.4819,0.2885,0.9333,16,False,12,3,2,0.1818,0.004619,False,False,,salar de atacama,contraloria general de la republica,0.8808
1871,1903,0.465,0.2885,0.8769,7,False,12,10,7,0.5385,0.00194,False,False,,salar de atacama,contraloria general de la republica,0.8808
1872,1881,0.6089,0.5244,0.8061,27,False,15,14,10,0.5882,0.000904,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1872,1887,0.6094,0.5244,0.8076,27,False,15,17,10,0.5,0.001721,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1872,1889,0.6369,0.5244,0.8994,27,False,15,17,10,0.5,0.001721,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1872,1890,0.5475,0.4121,0.8636,24,False,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,,0.8241
1872,1892,0.5312,0.4121,0.8093,82,False,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,,0.8241
1872,1895,0.5376,0.4121,0.8306,145,False,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,,0.8241
1872,1902,0.523,0.4121,0.7819,31,False,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,,0.8241
1872,1905,0.6125,0.5244,0.8181,27,False,15,11,10,0.7143,0.000147,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1874,1887,0.4826,0.3123,0.8798,1,False,17,17,5,0.1852,0.01021,False,False,,salar de atacama,acuerdo codelco-sqm;contraloria general de la republica,0.8808
1874,1888,0.6604,0.5679,0.8761,40,False,17,10,7,0.3889,0.002113,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1874,1889,0.4935,0.3123,0.9163,1,False,17,17,5,0.1852,0.01021,False,False,,salar de atacama,acuerdo codelco-sqm;contraloria general de la republica,0.8808
1874,1893,0.4626,0.2834,0.8805,156,False,17,15,5,0.2,0.027071,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1874,1900,0.4618,0.2885,0.8661,1,False,17,3,2,0.125,0.005033,False,False,,salar de atacama,contraloria general de la republica,0.8808
1874,1903,0.4709,0.2885,0.8964,10,False,17,10,7,0.3889,0.003732,False,False,,salar de atacama,contraloria general de la republica,0.8808
1874,2018,0.6266,0.5679,0.7636,610,True,17,6,5,0.3125,0.006225,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1881,1888,0.4836,0.3123,0.8832,39,False,14,10,2,0.1,0.009239,False,False,,salar de atacama,codelco-sqm,1.0
1881,1890,0.541,0.4121,0.8419,3,False,14,14,9,0.5294,0.00091,False,False,acuerdo codelco-sqm,,,0.8241
1881,1892,0.5112,0.4121,0.7425,109,False,14,14,9,0.5294,0.00091,False,False,acuerdo codelco-sqm,,,0.8241
1881,1895,0.5448,0.4121,0.8545,172,False,14,14,9,0.5294,0.00091,False,False,acuerdo codelco-sqm,,,0.8241
1881,1902,0.5521,0.4121,0.8787,4,False,14,14,9,0.5294,0.00091,False,False,acuerdo codelco-sqm,,,0.8241
1887,1890,0.6376,0.5832,0.7646,3,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1887,1892,0.6364,0.5832,0.7605,109,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1887,1893,0.4753,0.2834,0.9231,155,False,17,15,4,0.1538,0.015917,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1887,1895,0.6656,0.5832,0.8578,172,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1887,1902,0.6663,0.5832,0.8603,4,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1887,1903,0.4616,0.2885,0.8654,9,False,17,10,3,0.1364,0.002896,False,False,,salar de atacama,contraloria general de la republica,0.8808
1888,2018,0.6169,0.5679,0.7312,570,True,10,6,5,0.5556,0.003573,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1889,1890,0.657,0.5832,0.8294,3,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1889,1892,0.6492,0.5832,0.8032,109,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1889,1893,0.4804,0.2834,0.9401,155,False,17,15,4,0.1538,0.015917,False,False,,salar de atacama,acuerdo codelco-sqm,0.8555
1889,1895,0.6706,0.5832,0.8745,172,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1889,1902,0.6701,0.5832,0.8728,4,False,17,14,9,0.45,0.001727,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1889,1903,0.4724,0.2885,0.9014,9,False,17,10,3,0.1364,0.002896,False,False,,salar de atacama,contraloria general de la republica,0.8808
